target_url,branch,agency,bureau,base_domain_pulse,source_list_federal_domains,source_list_pulse,source_list_dap,source_list_omb_idea,source_list_eotw,source_list_usagov,source_list_gov_man,source_list_uscourts,source_list_oira,source_list_other,source_list_mil_1,source_list_mil_2,source_list_dod_public,source_list_dotmil,source_list_final_url_websites,source_list_house_117th,source_list_senate_117th,source_list_gpo_fdlp,source_list_cisa,source_list_dod_2025,source_list_dap_2,source_list_usagov_clicks,source_list_usagov_clicks_mil,source_list_search_gov,source_list_search_gov_mil,source_list_public_inventory,source_list_non_gov_mil,source_list_govt_urls,source_list_hyperlink_domains,base_domain,top_level_domain,filtered
pubmed-ncbi-nlm-nih-gov.ezproxy.lib.uh.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,uh.edu,edu,true
pubmed-ncbi-nlm-nih-gov.units.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,false
www-ncbi-nlm-nih-gov-443.vpnm.ccmu.edu.cn,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,edu.cn,cn,true
pubmed-ncbi-nlm-nih-gov.ezpupv.scdi-montpellier.fr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,scdi-montpellier.fr,fr,false
pubmed-ncbi-nlm-nih-gov.regiscollege.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,false
usoas-usmission-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,false
www-itl-nist-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-ncbi-nlm-nih-gov.byu.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
community-nara-com.telligenthosting.net,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,telligenthosting.net,net,false
pubmed-ncbi-nlm-nih-gov.ez76.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,gov.br,br,false
pubmed-ncbi-nlm-nih-gov.ezproxy.umary.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,umary.edu,edu,true
www-gps-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
pubmed-ncbi-nlm-nih-gov.asmn-re.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,false
pubmed-ncbi-nlm-nih-gov.uhn.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,false
www-ncbi-nlm-nih-gov.samuelmerritt.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
eric-ed-gov.ezproxy.macewan.ca,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,macewan.ca,ca,true
es-usembassy-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,translate.goog,goog,false
pubmed-ncbi-nlm-nih-gov.libproxy.sungshin.ac.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,ac.kr,kr,false
pubmed-ncbi-nlm-nih-gov.rjl.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,false
site-894736.bcvp0rtal.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,bcvp0rtal.com,com,false
www-arlingtoncemetery-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-ncbi-nlm-nih-gov.libproxy.csun.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,csun.edu,edu,true
www-ncbi-nlm-nih-gov.proxy.cau.ac.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,ac.kr,kr,true
www-usar-army-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
ma-usembassy-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,false
pubmed-ncbi-nlm-nih-gov.ez67.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,gov.br,br,false
pubmed.yabesh.ir,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,yabesh.ir,ir,false
www-ncbi-nlm-nih-gov.eux.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-nssl-noaa-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,translate.goog,goog,true
fr-usembassy-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,translate.goog,goog,false
pubmed-ncbi-nlm-nih-gov.ezproxy.herts.ac.uk,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,ac.uk,uk,true
pubmed-ncbi-nlm-nih-gov.proxy.pnwu.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,pnwu.org,org,false
pubmed-ncbi-nlm-nih-gov.proxy.yu.ac.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,ac.kr,kr,false
www-ncbi-nlm-nih-gov.libproxy.lib.csusb.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,csusb.edu,edu,true
account-ncbi-nlm-nih-gov.proxy.lib.uiowa.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,uiowa.edu,edu,false
pubmed-ncbi-nlm-nih-gov.ezproxy.uvu.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,uvu.edu,edu,true
jobcorps.tools,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,jobcorps.tools,tools,false
cl-usembassy-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,false
eric-ed-gov.bathspa.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,false
pubmed-ncbi-nlm-nih-gov.ezproxy.ctust.edu.tw,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,edu.tw,tw,true
pubmed-ncbi-nlm-nih-gov.proxy.scd.univ-tours.fr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,univ-tours.fr,fr,false
sprite.phys.ncku.edu.tw,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,edu.tw,tw,false
www-ncbi-nlm-nih-gov.akin.css.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,css.edu,edu,true
www-ncbi-nlm-nih-gov.mlprox.csmc.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,csmc.edu,edu,true
www-ncbi-nlm-nih-gov.proxy.library.carleton.ca,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,carleton.ca,ca,true
pubmed-ncbi-nlm-nih-gov.ezproxy.lib.vt.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,vt.edu,edu,true
pubmed-ncbi-nlm-nih-gov.proxy.ub.uni-frankfurt.de,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,uni-frankfurt.de,de,false
pubmed-ncbi-nlm-nih-gov.unican.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,false
www-ncbi-nlm-nih-gov.bvsp2.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
pubmed-ncbi-nlm-nih-gov.ezproxy.lau.edu.lb,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,edu.lb,lb,true
pubmed-ncbi-nlm-nih-gov.ezproxy.msvu.ca,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,msvu.ca,ca,true
pubmed-ncbi-nlm-nih-gov.proxy.lib.nosm.ca,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,nosm.ca,ca,false
www-ncbi-nlm-nih-gov.ejku.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.nukweb.nuk.uni-lj.si,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,uni-lj.si,si,true
hr-nih-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,false
www-ncbi-nlm-nih-gov.erm.vghks.gov.tw,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,gov.tw,tw,true
www-ncbi-nlm-nih-gov.sapmed.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
blueaz2.portal.cms.cmsnet,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,cms.cmsnet,cmsnet,false
pubmed-ncbi-nlm-nih-gov.journals.parlowlibrary.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,parlowlibrary.org,org,false
pubmed-ncbi-nlm-nih-gov.osaka-u.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,false
rdp2024-dol.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,rdp2024-dol.com,com,false
seer-cancer-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,translate.goog,goog,false
www-ncbi-nlm-nih-gov.connect.udst.edu.qa,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,edu.qa,qa,true
www-ncbi-nlm-nih-gov.proxy.library.cpp.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,cpp.edu,edu,true
www-ncbi-nlm-nih-gov.uniovi.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
blueaz3.portal.cms.cmsnet,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,cms.cmsnet,cmsnet,false
pubmed-ncbi-nlm-nih-gov.ez24.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,gov.br,br,false
pubmed-ncbi-nlm-nih-gov.ez82.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,gov.br,br,false
pubmed-ncbi-nlm-nih-gov.libraryproxy.griffith.edu.au,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,edu.au,au,false
pubmed-ncbi-nlm-nih-gov.proxy.library.maryville.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,maryville.edu,edu,false
pubmed-ncbi-nlm-nih-gov.proxy.library.rcsi.ie,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,rcsi.ie,ie,false
www-ncbi-nlm-nih-gov.ezproxy.lib.uh.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,uh.edu,edu,true
www-ncbi-nlm-nih-gov.proxy.lib.sfu.ca,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,sfu.ca,ca,true
br-usembassy-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,false
eric-ed-gov.wilkes.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,false
mu-usembassy-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,false
pubmed-ncbi-nlm-nih-gov.db.ub.oru.se,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oru.se,se,false
www-bia-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-ncbi-nlm-nih-gov.ezproxy.library.qmul.ac.uk,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.uk,uk,true
hrsauat3.amer.reisystems.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reisystems.com,com,false
pubmed-ncbi-nlm-nih-gov.bham-ezproxy.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,true
pubmed-ncbi-nlm-nih-gov.libproxy.uthscsa.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,uthscsa.edu,edu,false
www-ncbi-nlm-nih-gov.lib.pepperdine.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,pepperdine.edu,edu,true
www-ncbi-nlm-nih-gov.mwu.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
ndupress-ndu-edu.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,false
pubmed-ncbi-nlm-nih-gov.proxy.bc.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,bc.edu,edu,false
pubmed-ncbi-nlm-nih-gov.stjosephshealth.proxy.liblynxgateway.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,liblynxgateway.com,com,false
pubmed-ncbi-nlm-nih-gov.virtual.anu.edu.au,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,edu.au,au,false
tellus-ars-usda-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,false
www-ncbi-nlm-nih-gov.liverpool.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.northernkentuckyuniversity.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.umiss.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
copyscape.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,copyscape.com,com,false
pubmed-ncbi-nlm-nih-gov.ez20.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,gov.br,br,false
pubmed-ncbi-nlm-nih-gov.inee.bib.cnrs.fr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,cnrs.fr,fr,false
pubmed-ncbi-nlm-nih-gov.libroxy.yonsei.ac.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,ac.kr,kr,false
www-nationalguard-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-ncbi-nlm-nih-gov.ahs.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.ezproxy.rgu.ac.uk,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.uk,uk,true
portallab.cms.cmstest,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,cms.cmstest,cmstest,false
pubmed-ncbi-nlm-nih-gov.ezproxy.uthsc.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,uthsc.edu,edu,true
virtualsolar.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,virtualsolar.org,org,false
www-ncbi-nlm-nih-gov.ezproxy.utica.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,utica.edu,edu,true
www-ncbi-nlm-nih-gov.lecomlrc.lecom.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,lecom.edu,edu,true
pubmed-ncbi-nlm-nih-gov.vdic.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,false
www-ncbi-nlm-nih-gov.lynchburg.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.prox.lib.ncsu.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,ncsu.edu,edu,true
www-ncbi-nlm-nih-gov.singaporetech.remotexs.co,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,remotexs.co,co,true
account-ncbi-nlm-nih-gov.proxy.insermbiblio.inist.fr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,inist.fr,fr,false
europa-nasa-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,false
pubmed-ncbi-nlm-nih-gov.ezproxy.lib.ou.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,ou.edu,edu,true
pubmed-ncbi-nlm-nih-gov.ezproxy.waikato.ac.nz,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.nz,nz,true
www-ncbi-nlm-nih-gov.beckerproxy.wustl.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,wustl.edu,edu,true
www-ncbi-nlm-nih-gov.ez15.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,gov.br,br,true
www-ncbi-nlm-nih-gov.libproxy.ajou.ac.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.kr,kr,true
www-ncbi-nlm-nih-gov.proxy-um.researchport.umd.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,umd.edu,edu,true
analytical-online.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,analytical-online.com,com,false
esrips.github.io,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,github.io,io,false
fincenline.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,fincenline.com,com,false
hsa-sbx-09.amer.reisystems.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,reisystems.com,com,false
pubmed-ncbi-nlm-nih-gov.rmx.clib.kindai.ac.jp,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.jp,jp,false
pubmed-ncbi-nlm-nih-gov.wolfson.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,false
responsibly-news-and-media-static-articles.s3.eu-west-1.amazonaws.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,amazonaws.com,com,false
www-cool-osd-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
pubmed-ncbi-nlm-nih-gov.cmezproxy.chmeds.ac.nz,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.nz,nz,false
pubmed-ncbi-nlm-nih-gov.unh.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,oclc.org,org,false
www-ncbi-nlm-nih-gov.proxy.campbell.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,campbell.edu,edu,true
www-ncbi-nlm-nih-gov.radford.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
account-ncbi-nlm-nih-gov.ezproxy.u-paris.fr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,u-paris.fr,fr,true
agrilinks-org.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,false
pubmed-ncbi-nlm-nih-gov.ezproxy.rgu.ac.uk,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.uk,uk,true
pubmed-ncbi-nlm-nih-gov.subzero.lib.uoguelph.ca,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,uoguelph.ca,ca,false
www-ncbi-nlm-nih-gov.ezproxy.msvu.ca,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,msvu.ca,ca,true
www-ncbi-nlm-nih-gov.icu.remotexs.co,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,remotexs.co,co,true
www-ncbi-nlm-nih-gov.kaiserpermanente.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
