target_url,branch,agency,bureau,base_domain_pulse,source_list_federal_domains,source_list_pulse,source_list_dap,source_list_omb_idea,source_list_eotw,source_list_usagov,source_list_gov_man,source_list_uscourts,source_list_oira,source_list_other,source_list_mil_1,source_list_mil_2,source_list_dod_public,source_list_dotmil,source_list_final_url_websites,source_list_house_117th,source_list_senate_117th,source_list_gpo_fdlp,source_list_cisa,source_list_dod_2025,source_list_dap_2,source_list_usagov_clicks,source_list_usagov_clicks_mil,source_list_search_gov,source_list_search_gov_mil,source_list_public_inventory,base_domain,top_level_domain,filtered
vpn.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,anl.gov,gov,true
webeocstagept.iac.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,anl.gov,gov,true
www-climate.mcs.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,anl.gov,gov,true
www-d.xray.aps.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,anl.gov,gov,true
www-fp.mcs.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,anl.gov,gov,true
www-old.bio.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,anl.gov,gov,true
www-unix.mcs.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,anl.gov,gov,true
www-wit.mcs.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,anl.gov,gov,true
www1.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,anl.gov,gov,true
www2-d.aps.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,anl.gov,gov,true
www2.aps.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,anl.gov,gov,true
www3-d.aps.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,anl.gov,gov,true
www3-d.xray.aps.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,anl.gov,gov,true
www3.aps.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,anl.gov,gov,true
www5.aps.anl.gov,Executive,Department of Energy,Argonne National Laboratory,anl.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,anl.gov,gov,true
autodiscover.aoa.gov,Executive,Department of Health and Human Services,Administration for Community Living,aoa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,aoa.gov,gov,true
dev.research.archives.gov,Executive,National Archives and Records Administration,,archives.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,archives.gov,gov,true
uat.research.archives.gov,Executive,National Archives and Records Administration,,archives.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,archives.gov,gov,true
adfs.arm.gov,Executive,Department of Energy,Battelle Pacific Northwest National Laboratory,arm.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,arm.gov,gov,true
dev.arm.gov,Executive,Department of Energy,Battelle Pacific Northwest National Laboratory,arm.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,arm.gov,gov,true
sso.arm.gov,Executive,Department of Energy,Battelle Pacific Northwest National Laboratory,arm.gov,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,arm.gov,gov,true
testwww.dmf.arm.gov,Executive,Department of Energy,Battelle Pacific Northwest National Laboratory,arm.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,arm.gov,gov,true
vpn.arm.gov,Executive,Department of Energy,Battelle Pacific Northwest National Laboratory,arm.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,arm.gov,gov,true
dev.arts.gov,Executive,National Endowment for the Arts,Office of Information and Technology Management,arts.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,arts.gov,gov,true
stg.arts.gov,Executive,National Endowment for the Arts,Office of Information and Technology Management,arts.gov,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,arts.gov,gov,true
vpn.arts.gov,Executive,National Endowment for the Arts,Office of Information and Technology Management,arts.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,arts.gov,gov,true
qa-future.asap.gov,Executive,Department of the Treasury,Bureau of the Fiscal Service,asap.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,asap.gov,gov,true
qa.asap.gov,Executive,Department of the Treasury,Bureau of the Fiscal Service,asap.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,asap.gov,gov,true
edit.atf.gov,Executive,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",atf.gov,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,atf.gov,gov,true
www2.banknet.gov,Executive,Department of the Treasury,Comptroller of the Currency,banknet.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,banknet.gov,gov,true
testing.bats.gov,Executive,Department of Justice,,bats.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,bats.gov,gov,true
vpn.bbg.gov,Executive,United States Agency for Global Media,IBB/VOA/BBG,bbg.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,bbg.gov,gov,true
webta-test.bbg.gov,Executive,United States Agency for Global Media,IBB/VOA/BBG,bbg.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,bbg.gov,gov,true
dev.bea.gov,Executive,Department of Commerce,Bureau of Economic Analysis,bea.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,bea.gov,gov,true
lyncdiscover.bea.gov,Executive,Department of Commerce,Bureau of Economic Analysis,bea.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,bea.gov,gov,true
remote.bea.gov,Executive,Department of Commerce,Bureau of Economic Analysis,bea.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,bea.gov,gov,true
secure.bea.gov,Executive,Department of Commerce,Bureau of Economic Analysis,bea.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,bea.gov,gov,true
