target_url,branch,agency,bureau,base_domain_pulse,source_list_federal_domains,source_list_pulse,source_list_dap,source_list_omb_idea,source_list_eotw,source_list_usagov,source_list_gov_man,source_list_uscourts,source_list_oira,source_list_other,source_list_mil_1,source_list_mil_2,source_list_dod_public,source_list_dotmil,source_list_final_url_websites,source_list_house_117th,source_list_senate_117th,source_list_gpo_fdlp,source_list_cisa,source_list_dod_2025,source_list_dap_2,source_list_usagov_clicks,source_list_usagov_clicks_mil,source_list_search_gov,source_list_search_gov_mil,source_list_public_inventory,base_domain,top_level_domain,filtered
authproxytest.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
authtest.ha.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
authtest.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.31.nia.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.31b4.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.amb.niddk.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.arb.niams.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.b10.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.bdg10.niddk.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.bdg8.niddk.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.box-w.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.box-z.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.brsc.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.cc.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.cc1.nichd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.cfb.dcrt.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.cfr.nichd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.cit.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.csr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.ctep.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dc10a.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dc37a.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dce41.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dcpcepn.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dctod.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.de45.nidr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dea.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.des13.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dicbr.niaaa.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dir.nidcr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dir.nidr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dir49.nichd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dir6.nichd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.dtpepn.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.efdb.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.email.nidr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.ep.ncrr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.ep.niams.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.epndce.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.exchange.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.exmur.nia.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.extra.niddk.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.faes.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.fic16.fic.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.ficod.fic.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.fmb.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.gandalf.cber.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.grc.nia.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.gw.nia.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.helix.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.icic.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.intra.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.intra.nida.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.intra.niddk.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.intra.nimh.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.irp.niams.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.irp.nimh.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.irp30.nidr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.lce.nichd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.lcs.niaaa.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.lsr.nei.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.magic.dcrt.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.mail.cc.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.mail.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.mail.nihdev.cit.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.misb.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.ms.nidcd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.navmed.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.ncats.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nccam.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.ncmhd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nei.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nhgri.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nhlbi.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nia.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.niaaa.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.niaid.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nichd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nida.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nidcd.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nidcr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.niddk.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nihdev.cit.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.nihrrlib.ncrr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.ninds.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.occ.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od-des.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od.niams.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od12a.ncrr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od1em1.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od1tm1.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od31.nidr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od31.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od31em1.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od31tm1.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.od6100m1.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.odepsm1.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.odepsm2.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.odrockm1.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.oms10.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.ors.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.orstcb.od.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.otd.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.pb.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.phx.niddk.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.pmb31.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.pop.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.shiloh.nimh.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.vrp.ncrr.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
autodiscover.willco.niaaa.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
bricsnei-dd-demo.cit.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
bricsnei-demo.cit.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
cadsrpasswordchange-stage.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
calab-stage.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
cananolab-stage-sg.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
cananolab-stage.nci.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
cdn.niehs.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
cdnstage.niehs.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
cdrns-dd-demo.cit.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
cdrns-demo.cit.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,nih.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
