target_url,source_list_dod_2025
jtdi.mil,TRUE
jtds.jten.mil,TRUE
jten.mil,TRUE
jtfncr.mdw.army.mil,TRUE
"jtims-reports.jten.mil,jtimsexer3.jten.mil,
jtimsexer6.jten.mil,jtims-stage.jten.mil,jtimsexer9.jten.mil,jtimsexer8.jten.mil,jtimsexer7.jten.mil,jtimsexer1.jten.mil,jtimsexer2.jten.mil,jtimsexer5.jten.mil,jtimsexer4.jten.mil,jtims.jten.mil,jtims.jten.mil",TRUE
"jtp-mvcr.jten.mil,lps-jtp.jten.mil,",TRUE
"jtp-sso.jten.mil,jtp-mvcr-stage.jten.mil,jtp.jten.mil,jtp-qa.jten.mil,",TRUE
jxsrv03.nadsusea.nads.navy.mil,TRUE
kadenaes.dodea.edu,TRUE
kadenahs.dodea.edu,TRUE
kadenams.dodea.edu,TRUE
kaiserslautern.armymwr.com,TRUE
kaiserslauternes.dodea.edu,TRUE
kaiserslauternhs.dodea.edu,TRUE
kaiserslauternms.dodea.edu,TRUE
keesler81fss.com,TRUE
kesselrun.af.mil,TRUE
kessleres.dodea.edu,TRUE
keycloak.asgardgate.com,TRUE
keycloak.nucleus.asgardgate.com,TRUE
keystone.ndu.edu,TRUE
killines.dodea.edu,TRUE
kingsolveres.dodea.edu,TRUE
kinnickhs.dodea.edu,TRUE
kinseres.dodea.edu,TRUE
kirtlandforcesupport.com,TRUE
kitsap.navylifepnw.com,TRUE
kleinebrogeles.dodea.edu,TRUE
knox.armymwr.com,TRUE
kokee.pmrf.navy.mil,TRUE
korea.amedd.army.mil,TRUE
korea.stripes.com,TRUE
kubasakihs.dodea.edu,TRUE
kunsanfss.com,TRUE
lafss.com,TRUE
lakenheathes.dodea.edu,TRUE
lakenheathhs.dodea.edu,TRUE
lakenheathms.dodea.edu,TRUE
landstuhles.dodea.edu,TRUE
lanhames.dodea.edu,TRUE
las.netc.ncdc.navy.mil,TRUE
las.training.navy.smil.mil,TRUE
laughlin.af.mil,TRUE
laughlinfss.com,TRUE
lawc.ports.navy.mil,TRUE
lcmi.logcom.usmc.mil,TRUE
leapcb.ncis.navy.mil,TRUE
learn.apps.dso.mil,TRUE
learning.dmdc.osd.mil,TRUE
learning.nel.navy.mil,TRUE
leavenworth.armymwr.com,TRUE
leddex.us,TRUE
lee.armymwr.com,TRUE
legalfiles.cnrc.navy.mil,TRUE
legion.stripes.com,TRUE
leh-baaxrevc.darpa.mil,TRUE
leh-boxc.darpa.mil,TRUE
leh-miprdc.darpa.mil,TRUE
leh-sbirc.darpa.mil,TRUE
leh-spntc.darpa.mil,TRUE
leh-stage.darpa.mil,TRUE
leh-vaultc.darpa.mil,TRUE
lejeunehs.dodea.edu,TRUE
lejeunenewriver.usmc-mccs.org,TRUE
lemoore.navylifesw.com,TRUE
leonardwood.armymwr.com,TRUE
lesterms.dodea.edu,TRUE
letterstosanta.stripes.com,TRUE
liberty.armymwr.com,TRUE
libertyis.dodea.edu,TRUE
libguides.nps.edu,TRUE
lifeatthemax.us,TRUE
lineofdeparture.army.mil,TRUE
linxncr.us,TRUE
livornoems.dodea.edu,TRUE
lodgingguestportal.usmc-mccs.org,TRUE
login.pmw240.com,TRUE
losangeles.spaceforce.mil,TRUE
"lpds.jten.mil,lpds2.jten.mil,lpds-stage.jten.mil",TRUE
lpds2.jten.mil,TRUE
lrb.usace.army.mil,TRUE
lrc.usace.army.mil,TRUE
lrd.usace.army.mil,TRUE
lre.usace.army.mil,TRUE
lrh.usace.army.mil,TRUE
lrl.usace.army.mil,TRUE
lrn.usace.army.mil,TRUE
lrp.usace.army.mil,TRUE
lssat.crane.navy.mil,TRUE
lt2portal.mil,TRUE
macdillfss.com,TRUE
mahaffeyms.dodea.edu,TRUE
maia.usno.navy.mil,TRUE
mail.dodpvtcloud.health.mil,TRUE
main.dev.vip.teambespin.us,TRUE
main.prod.cetars.training.navy.mil,TRUE
maintenance.navy.mil,TRUE
make.nswc.navy.mil,TRUE
malseit.navair.navy.mil,TRUE
manationalguard.net,TRUE
manpower.marines.mil,TRUE
manpower.usmc.mil,TRUE
map.nga.mil,TRUE
marchfss.com,TRUE
marcims.org,TRUE
marforpac.marines.mil,TRUE
marforspace.marines.mil,TRUE
marforstrat.marines.mil,TRUE
marhelp.nga.mil,TRUE
marine-corps.3yourmind.com,TRUE
marinemarathon.com,TRUE
marinenet.usmc.mil,TRUE
marines.com,TRUE
marketplace-ti.sd.spawar.navy.mil,TRUE
marshalles.dodea.edu,TRUE
masscommunicationtool.org,TRUE
matsg21.marines.mil,TRUE
matsg22.marines.mil,TRUE
matsg23.marines.mil,TRUE
maximo.navfac.navy.mil,TRUE
maxwellafbems.dodea.edu,TRUE
mc.mil,TRUE
mc2sa-2020-vc,TRUE
mcaf.marines.mil,TRUE
mcalester.armymwr.com,TRUE
mcalms.usmc.mil,TRUE
mcboss.usmc.mil,TRUE
mcbridees.dodea.edu,TRUE
mccast2.mceits.usmc.mil,TRUE
mcces.marines.mil,TRUE
mccog.marines.mil,TRUE
mccoolems.dodea.edu,TRUE
mccoy.armymwr.com,TRUE
mccsss.marines.mil,TRUE
mccywg.marines.mil,TRUE
mcdss.mcboss.usmc.mil,TRUE
mceap.usmc.mil,TRUE
mcendw.marcorsyscom.usmc.mil,TRUE
mces.marines.mil,TRUE
mcesg.marines.mil,TRUE
mcess-ams.usmc.mil,TRUE
mcfmis.hqi.usmc.mil,TRUE
mcia.marines.mil,TRUE
mcic.marines.mil,TRUE
mcipacviewer.mcdsus.mcds.usmc.mil,TRUE
mcis.marines.mil,TRUE
mcm.mil,TRUE
mcmbprod.logcom.usmc.mil,TRUE
mcmwtc.marines.mil,TRUE
mcpas.logcom.usmc.mil,TRUE
mcperryhs.dodea.edu,TRUE
mcperryps.dodea.edu,TRUE
mcpic.bic.usmc.mil,TRUE
mcriss.marines.usmc.mil,TRUE
mcsrc.mceits.usmc.mil,TRUE
mctims.usmc.mil,TRUE
mctssa.marines.mil,TRUE
mcxstore.wgiftcard.com,TRUE
mda-osbp.powerappsportals.us,TRUE
mda.mil,TRUE
meade.armymwr.com,TRUE
mebs.dla.mil,TRUE
medcenter.navylifesw.com,TRUE
medcoe.army.mil,TRUE
medcop.jten.mil,TRUE
media.myafn.dodmedia.osd.mil,TRUE
mendeles.dodea.edu,TRUE
metbenchhq01.nmci.navy.mil,TRUE
metcal.corona.nmci.navy.mil,TRUE
mfom.sscno.nmci.navy.mil,TRUE
mfrsharepoint.mcdsus.mcds.usmc.mil,TRUE
mfs.mcdsus.mcds.usmc.mil,TRUE
miami.armymwr.com,TRUE
miap.csd.disa.mil,TRUE
miaptest.csd.disa.mil,TRUE
milapps.mcieast.usmc.mil,TRUE
milgears.osd.mil,TRUE
militaps.nmci.navy.mil,TRUE
militarychild.stripes.com,TRUE
militarychildcare.com,TRUE
militarychildcare.csd.disa.mil,TRUE
militarymwrguam.com,TRUE
militaryonesource.mil,TRUE
militaryonesourceconnect.org,TRUE
millifelearning.militaryonesource.mil,TRUE
milreviewbds.mil,TRUE
milsuite.mil,TRUE
minationalguard.dodlive.mil,TRUE
minotaur.nrlssc.navy.mil,TRUE
mio.ise.gov,TRUE
miprdelivery.darpa.mil,TRUE
miramar.usmc-mccs.org,TRUE
mjrp.osd.mil,TRUE
mla.dmdc.osd.mil,TRUE
mms-stg.mceits.usmc.mil,TRUE
mmt.usmc.mil,TRUE
mnp.navy.mil,TRUE
modelstm1web.manpower.usmc.mil,TRUE
monterey.navylifesw.com,TRUE
moore.army.mil,TRUE
moore.armymwr.com,TRUE
mpe.pegasus.mil,TRUE
mrabi.nmci.navy.mil,TRUE
mris.dmdc.osd.mil,TRUE
mrrs.dc3n.navy.mil,TRUE
mrsi.erdc.dren.mil,TRUE
msada.dc3n.navy.mil,TRUE
mscjira.dc3n.navy.mil,TRUE
msclogqa.dc3n.navy.mil,TRUE
msctfm.dc3n.navy.mil,TRUE
msepjobs.militaryonesource.mil,TRUE
msharp.mceits.usmc.mil,TRUE
msi.nga.mil,TRUE
mssis.volpe.dot.gov,TRUE
mtc.erdc.dren.mil,TRUE
mto.logcom.usmc.mil,TRUE
murrayes.dodea.edu,TRUE
muwinfodesk.navy.mil,TRUE
mvd.usace.army.mil,TRUE
mvk.usace.army.mil,TRUE
mvm.usace.army.mil,TRUE
mvn.usace.army.mil,TRUE
mvp.usace.army.mil,TRUE
mvr.usace.army.mil,TRUE
mvs.usace.army.mil,TRUE
my.navsup.navy.mil,TRUE
myaccess.dmdc.osd.mil,TRUE
myafn.dodmedia.osd.mil,TRUE
myafn.mil,TRUE
myairforcelife.com,TRUE
myarmybenefits.us.army.mil,TRUE
mycaa.militaryonesource.mil,TRUE
mycg.uscg.mil,TRUE
myfss.us.af.mil,TRUE
mymcx.com,TRUE
mymilitary.health.mil,TRUE
mynatec.navair.navy.mil,TRUE
mynavyassignment.dc3n.navy.mil,TRUE
mynavyexchange.com,TRUE
mynrh.navy.mil,TRUE
mypay.dfas.mil,TRUE
mypd.nswcpd.navy.mil,TRUE
myseco.militaryonesource.mil,TRUE
myteam.navair.navy.mil,TRUE
nab.usace.army.mil,TRUE
nad.usace.army.mil,TRUE
nae.usace.army.mil,TRUE
nan.usace.army.mil,TRUE
nano.el.erdc.dren.mil,TRUE
nao.usace.army.mil,TRUE
nap.usace.army.mil,TRUE
napleses.dodea.edu,TRUE
naplesmhs.dodea.edu,TRUE
nasims.audit.navy.mil,TRUE
nasis.cnrc.navy.mil,TRUE
natick.armymwr.com,TRUE
nationalcoastguardmuseum.org,TRUE
nationalguard.mil,TRUE
nats.dtra.mil,TRUE
navair.navy.mil,TRUE
naval.oceanography.navy.mil,TRUE
naval.oceanography.navy.smil,TRUE
naval.oceanography.navy.smil.mil,TRUE
navalacademyclub.com,TRUE
navalacademytourism.com,TRUE
navalwarcollege.blackboard.com,TRUE
navalwarcollege.sharepoint.com,TRUE
navalx.my.salesforce.com,TRUE
navigation.usace.army.mil,TRUE
navitas.navy.mil,TRUE
navlogtd.navsses.navy.mil,TRUE
navlogtd.navy.mil,TRUE
navsea-ide.navy.mil,TRUE
navsea.cmpro.navy.mil;https:,TRUE
navsea.navy.deps.mil,TRUE
navsup.navy.mil,TRUE
navwar.navy.mil,TRUE
navy.com,TRUE
navy.emass.apps.mil,TRUE
navy.portal.mil,TRUE
navyband.navy.mil,TRUE
navycash.com,TRUE
navyclosuretaskforce.navy.mil,TRUE
navycollege.navy.mil,TRUE
navycs.com,TRUE
navyfamily.navy.mil,TRUE
navyleapfrogs.com,TRUE
navylifejeb.com,TRUE
navylifesw.com,TRUE
navymwrannapolis.com,TRUE
navymwratsugi.com,TRUE
navymwrbahrain.com,TRUE
navymwrbethesda.com,TRUE
navymwrbusan.com,TRUE
navymwrcapecanaveral.com,TRUE
navymwrchinhae.com,TRUE
navymwrcorpuschristi.com,TRUE
navymwrcrane.com,TRUE
navymwrdahlgren.com,TRUE
navymwrdiegogarcia.com,TRUE
navymwrearle.com,TRUE
navymwrfortworth.com,TRUE
navymwrgreatlakes.com,TRUE
navymwrguantanamobay.com,TRUE
navymwrgulfport.com,TRUE
navymwrhamptonroads.com,TRUE
navymwrindianhead.com,TRUE
navymwrjacksonville.com,TRUE
navymwrkeywest.com,TRUE
navymwrkingsbay.com,TRUE
navymwrkingsville.com,TRUE
navymwrmayport.com,TRUE
navymwrmechanicsburg.com,TRUE
navymwrmeridian.com,TRUE
navymwrmidsouth.com,TRUE
navymwrnaples.com,TRUE
navymwrnavalstationnorfolk.com,TRUE
navymwrnewlondon.com,TRUE
navymwrneworleans.com,TRUE
navymwrnewport.com,TRUE
navymwrnorfolkshipyard.com,TRUE
navymwroceanadamneck.com,TRUE
navymwrokinawa.com,TRUE
navymwrpanamacity.com,TRUE
navymwrpaxriver.com,TRUE
navymwrpensacola.com,TRUE
navymwrphiladelphia.com,TRUE
navymwrportsmouthshipyard.com,TRUE
navymwrrota.com,TRUE
navymwrsaratoga.com,TRUE
navymwrsasebo.com,TRUE
navymwrsigonella.com,TRUE
navymwrsingapore.com,TRUE
navymwrsoudabay.com,TRUE
navymwrwashington.com,TRUE
navymwrwhitingfield.com,TRUE
navymwryokosuka.com,TRUE
navymwryorktown.com,TRUE
navynpc.my.salesforce.mil,TRUE
navyregionmwrndw.com,TRUE
navysports.com,TRUE
ncca.navy.mil,TRUE
ncmis.cnet.navy.mil,TRUE
ncopdd.edu,TRUE
ncor.nioc-norfolk.navy.mil,TRUE
ndc.ops.usace.army.mil,TRUE
nde.navy.mil,TRUE
ndp.navy.mil,TRUE
ndu.edu,TRUE
ndupress.ndu.edu,TRUE
ne.ng.mil,TRUE
neas.ncdc.navy.mil;nflto.ncdc.navy.mil,TRUE
necc.usff.navy.mil,TRUE
neco.navy.mil,TRUE
nedcchrgw.dc3n.navy.mil,TRUE
neitsm.dc3n.navy.mil,TRUE
nellis99fss.com,TRUE
nemesis.jten.mil,TRUE
nepapams.usmc.mil,TRUE
nepoc.oceanography.navy.mil,TRUE
nepoc.oceanography.navy.smil.mil,TRUE
nescdw.navsea.navy.mil,TRUE
netccentral.cnet.navy.mil,TRUE
netcom.army.mil,TRUE
netfocus.ncdc.navy.mil;https:,TRUE
netops.cpf.navy.smil.mil,TRUE
netzaberges.dodea.edu,TRUE
netzabergms.dodea.edu,TRUE
newportal.nwpt.nuwc.navy.mil,TRUE
newportalv2.nwpt.nuwc.navy.mil,TRUE
newportalv3.nwpt.nuwc.navy.mil,TRUE
newsletters.stripes.com,TRUE
nfact.navfac.navy.mil,TRUE
nfoses.net,TRUE
nga.mil,TRUE
ngbpmc.ng.mil,TRUE
ngfamily.vt.gov,TRUE
nia.navy.mil,TRUE
niagarafss.com,TRUE
nif.nmci.navy.mil,TRUE
nights.ncdc.navy.mil,TRUE
nipo.navy.mil,TRUE
niris.navfac.navy.mil,TRUE
nitep.navfac.navy.mil,TRUE
nitra.navair.navy.smil.mil,TRUE
nitrex.nmci.navy.mil,TRUE
niwcatlantic.navy.mil,TRUE
niwcpacific.navy.mil,TRUE
niweb05.nadepni.navy.mil:1443,TRUE
niwp01.nadepni.navy.mil:2443,TRUE
njis.navy.mil,TRUE
nko.navy.mil,TRUE
nll.navsup.navy.mil,TRUE
nmci-wny.nmci.navy.mil,TRUE
nmci.nswccd.navy.smil.mil,TRUE
nmic.navy.smil.mil,TRUE
nmio.ise.gov,TRUE
nmpbs.dc3n.navy.mil,TRUE
nmpbs.n10.npc.navy.mil,TRUE
nmrs.dc3n.navy.mil,TRUE
nncms.cnic.navy.mil,TRUE
norm.navfac.navy.mil,TRUE
northcom.mil,TRUE
nossa.dc3n.navy.mil,TRUE
notary.vitni.nucleus.asgardgate.com,TRUE
notess.cotf.navy.mil,TRUE
now.afn.mil,TRUE
npccontactcenter.ahf.nmci.navy.mil,TRUE
npt.nuwc.navy.mil,TRUE
nrde.onmicrosoft.com,TRUE
nrdw.navyreserve.navy.mil,TRUE
nrlmry.navy.mil,TRUE
nrlssc.navy.mil,TRUE
nrows.dc3n.navy.mil,TRUE
nrrm.nrre.navy.mil,TRUE
ns4.jten.mil,TRUE
ns5.jten.mil,TRUE
nsdsa.dc3n.navy.mil,TRUE
nsic.mil,TRUE
nsin.mil,TRUE
nsin.us,TRUE
nsips.nmci.navy.mil,TRUE
nslcptsmh.csd.disa.mil,TRUE
nslcweb32.nslc.navy.mil,TRUE
nslcweb32.nslc.navy.mil\nslcportal\main\welcome.do,TRUE
nslcweb37.nslc.navy.mil,TRUE
nslcweb53.nslc.navy.mil,TRUE
"nssa.nmci.navy.mil,https:",TRUE
nst.navair.navy.smil.mil,TRUE
nswapps.navsoc.socom.smil.mil,TRUE
nswcpcweb.dc3n.navy.mil,TRUE
ntims.nrre.navy.smil.mil,TRUE
ntira.dc3n.navy.mil,TRUE
ntmpsweb.dc3n.navy.mil,TRUE
nv.ng.mil,TRUE
nvmc.uscg.gov,TRUE
nwc.ndu.edu,TRUE
nwd.usace.army.mil,TRUE
nwdc.navy.mil,TRUE
nwdc.navy.smil.mil,TRUE
nwk.usace.army.mil,TRUE
nwo.usace.army.mil,TRUE
nwp.usace.army.mil,TRUE
nwrt.cnrc.navy.mil,TRUE
nws.usace.army.mil,TRUE
nww.usace.army.mil,TRUE
oars.navsea.navy.mil,TRUE
obituaries.stripes.com,TRUE
obligations.navair.navy.mil,TRUE
oceanofthings.darpa.mil,TRUE
ocie.cran.nmci.navy.mil,TRUE
ocs.marines.mil,TRUE
odd.el.erdc.dren.mil,TRUE
odsf.mcw.usmc.mil,TRUE
odsioo.defense.gov,TRUE
oeptools.navair.navy.mil,TRUE
offutt55fss.com,TRUE
ogc.osd.mil,TRUE
ogconline.navy.mil,TRUE
oims.dtra.mil,TRUE
ois.disa.mil,TRUE
okinawa.stripes.com,TRUE
okinawa.usmc-mccs.org,TRUE
ombudsmanregistry.cnic.navy.mil,TRUE
onetouch.navy.mil,TRUE
oni.nmci.navy.smil.mil,TRUE
oniciotest.service-now.com,TRUE
onr.navy.mil,TRUE
onroutside.onr.navy.mil,TRUE
opa.mil,TRUE
opas.navy.mil,TRUE
operations.erdc.dren.mil,TRUE
opmverify.dmdc.osd.mil,TRUE
opscenter.dtra.mil,TRUE
opsconnect.dmdc.osd.mil,TRUE
orcacoke.spawar.navy.mil,TRUE
osanes.dodea.edu,TRUE
osanmhs.dodea.edu,TRUE
osc.gov,TRUE
ostc.marines.mil,TRUE
otoolsweb.cnrc.navy.mil,TRUE
outreachrequests.hq.af.mil,TRUE
owa.navy.mil,TRUE
p1.dso.mil,TRUE
p739w001.cfms.navy.mil,TRUE
pa-net.navy.mil,TRUE
pac.whs.mil,TRUE
pacific.afn.mil,TRUE
pacom.mil,TRUE
pal.dtra.mil,TRUE
pandr.marines.mil,TRUE
paraderes.hqi.usmc.mil,TRUE
parent.afcyp.com,TRUE
parkeres.dodea.edu,TRUE
parks.armymwr.com,TRUE
parr0901.mcdsus.mcds.usmc.mil,TRUE
passport.intelink.gov,TRUE
patches.dodea.edu,TRUE
patchms.dodea.edu,TRUE
patientportal.mhsgenesis.health.mil,TRUE
patrick.spaceforce.mil,TRUE
pavilion.dinfos.edu,TRUE
paxrimd1.navair.navy.mil,TRUE
pba.army.mil,TRUE
pbisdb.navair.navy.smil.mil,TRUE
pbisdb2.cloud.navy.mil,TRUE
pclt.defense.gov,TRUE
pdrep.csd.disa.mil,TRUE
pendleton.usmc-mccs.org,TRUE
peoc3n.army.mil,TRUE
peoc3t.army.mil,TRUE
peoc4i.navy.mil,TRUE
peodigital.navy.mil,TRUE
peoeisinnovationcell.my.salesforce.com,TRUE
peogcs.army.mil,TRUE
peoiews.army.mil,TRUE
peomlb.navy.mil,TRUE
people.army.mil,TRUE
people.mil,TRUE
peostri.army.mil,TRUE
petersonschriever.spaceforce.mil,TRUE
ph.health.mil,TRUE
phb.hrmc.navy.mil,TRUE
phceast.health.mil,TRUE
phdcis.phdnswc.nmci.navy.mil,TRUE
phintranet.phnsy.navy.mil,TRUE
phx04.phx.cpf.navy.smil.mil,TRUE
pica.army.mil,TRUE
picatinny.armymwr.com,TRUE
pid.cnic.navy.mil,TRUE
pierceterracees.dodea.edu,TRUE
piersystem.com,TRUE
pinckneyes.dodea.edu,TRUE
pinebluff.armymwr.com,TRUE
pinnacle.ndu.edu,TRUE
pinnacles.sd.spawar.navy.mil,TRUE
planmydeployment.militaryonesource.mil,TRUE
planmymove.militaryonesource.mil,TRUE
planning.erdc.dren.mil,TRUE
pluto.phdnswc.nmci.navy.mil,TRUE
pmo.chs.spawar.navy.mil,TRUE
pmohq.dc3n.navy.mil,TRUE
pmrf.greatlifehawaii.com,TRUE
pmsmis.navy.mil,TRUE
poa.usace.army.mil,TRUE
pod.usace.army.mil,TRUE
pof.usace.army.mil,TRUE
poh.usace.army.mil,TRUE
pointloma.navylifesw.com,TRUE
poj.usace.army.mil,TRUE
policy.defense.gov,TRUE
poms.cnic.navy.mil,TRUE
poolees.dodea.edu,TRUE
portal.apps.isitdown.mil,TRUE
portal.cdmd.navy.mil,TRUE
portal.fnmoc.navy.mil,TRUE
portal.fnmoc.navy.smil.mil,TRUE
portal.navfac.navy.mil,TRUE
portal.nmci.navy.mil,TRUE
portal.nwdc.navy.mil,TRUE
portal.nwdc.navy.smil.mil,TRUE
portal.onr.spawar-chas.navy.smil.mil,TRUE
portal.peoeis.navy.mil,TRUE
portal.phdnswc.nmci.navy.mil,TRUE
portal.secnav.navy.mil,TRUE
poseidon.navy.mil,TRUE
ppicss.hqi.usmc.mil,TRUE
ppo.marines.mil,TRUE
ppr.nslc.navy.mil,TRUE
pprd.commissaries.com,TRUE
prbuilder.usmc.mil,TRUE
prdwebserv17.navair.navy.mil,TRUE
prdwebserv8.navair.navy.mil,TRUE
prep.insight.cnic.navy.mil,TRUE
presidio.armymwr.com,TRUE
press.armywarcollege.edu,TRUE
prevention.mil,TRUE
pridemod.dc3n.navy.mil\pridemod\default.aspx,TRUE
printshop.stripes.com,TRUE
prism.nre.navy.mil,TRUE
prisms.nmci.navy.mil,TRUE
prismsweb.nmci.navy.mil,TRUE
private.navyreserve.navy.mil,TRUE
prod.asixs.navy.mil,TRUE
prod.caris.netc.navy.mil,TRUE
prod.edsapp.cnet.navy.smil.mil;urlbelow,TRUE
prod.etrms.netc.navy.mil,TRUE
prod.jalis.mil,TRUE
prodhr.np2.cloud.navy.mil,TRUE
profile.ncis.navy.mil,TRUE
"promis.navy.mil,https:",TRUE
promotions.stripes.com,TRUE
prt.nmci.navy.mil,TRUE
publibrary.sec.usace.army.mil,TRUE
public.militarychildcare.csd.disa.mil,TRUE
public.sites.disa.ecs.mil,TRUE
publications.armywarcollege.edu,TRUE
publications.usace.army.mil,TRUE
purview.dodlive.mil,TRUE
qcts.no.navy.mil,TRUE
qpldocs.dla.mil,TRUE
quantico.usmc-mccs.org,TRUE
quanticomhs.dodea.edu,TRUE
quartermaster.army.mil,TRUE
rabbithole.dc3n.navy.mil,TRUE
rai.tradewindai.com,TRUE
raix01.usmc-mccs.org:7780,TRUE
raix14.usmc-mccs.org:7060,TRUE
ram.navair.navy.mil,TRUE
ramey.dodea.edu,TRUE
ramp.navair.navy.mil,TRUE
ramsteines.dodea.edu,TRUE
ramsteinhs.dodea.edu,TRUE
ramsteinis.dodea.edu,TRUE
ramsteinms.dodea.edu,TRUE
rapid.cnic.navy.mil,TRUE
raven.navy.smil.mil,TRUE
rcnsc.ndu.edu,TRUE
rcrp.csd.disa.mil,TRUE
rdais.navy.mil,TRUE
rdl.train.army.mil,TRUE
readinesssuite.navsup.navy.mil,TRUE
ready.army.mil,TRUE
redi.navy.mil,TRUE
redriver.army.mil,TRUE
redriver.armymwr.com,TRUE
redstone.amedd.army.mil,TRUE
redstone.armymwr.com,TRUE
refuelmcconnell.com,TRUE
registration.dodea.edu,TRUE
registry1.dso.mil,TRUE
remote.dtra.mil,TRUE
remote1.dtra.mil,TRUE
remote2.dtra.mil,TRUE
repi.osd.mil,TRUE
repo1.dso.mil,TRUE
reporting.abacusmhs.health.mil,TRUE
reports.cse.spawar.navy.mil,TRUE
reports.dc3n.navy.mil,TRUE
repository.jpeojtrs.mil,TRUE
request.todaysmilitary.com,TRUE
reservation.hpc.mil,TRUE
revs.cnic.navy.mil,TRUE
rfmt.private.navyreserve.navy.mil,TRUE
rheinland-pfalz.armymwr.com,TRUE
rhics.csd.disa.mil,TRUE
ri.ng.mil,TRUE
riley.armymwr.com,TRUE
rims.dc3n.navy.mil,TRUE
rims.ncis.navy.mil,TRUE
riskdecision.el.erdc.dren.mil,TRUE
rmaisweb.nmci.navy.mil,TRUE
rmda.army.mil,TRUE
robinsonbarrackses.dodea.edu,TRUE
rockinattherock.com,TRUE
rockisland.armymwr.com,TRUE
rotaes.dodea.edu,TRUE
rotamhs.dodea.edu,TRUE
rq.cnrc.navy.mil;https:,TRUE
rram.navnsup.navy.mil,TRUE
rtam.tecom.usmc.mil,TRUE
rtamms.mceits.usmc.mil,TRUE
rtar.navyreserve.navy.mil,TRUE
rucker.armymwr.com,TRUE
ryukyums.dodea.edu,TRUE
s2de.nmci.navy.smil.mil,TRUE
saa.usace.army.mil,TRUE
sabar.sscno.nmci.navy.mil,TRUE
sac.usace.army.mil,TRUE
sad.usace.army.mil,TRUE
sadie.nmci.navy.mil,TRUE
safcn.af.mil,TRUE
safe.navy.smil.mil,TRUE
safehelpline.org,TRUE
safetycenter.navy.mil,TRUE
safsq.hq.af.mil,TRUE
sageearth.northcom.mil,TRUE
sagewind.northcom.mil,TRUE
sailor.navy.mil;sailor.navy.smil.mil,TRUE
saj.usace.army.mil,TRUE
salesforce.com,TRUE
sam.usace.army.mil,TRUE
sams.mceits.usmc.mil,TRUE
sandiego.navylifesw.com,TRUE
sandiego.usmc-mccs.org,TRUE
sapr.mil,TRUE
sarmis.secnav.navy.mil,TRUE
sas.ncdc.navy.mil,TRUE
sas.usace.army.mil,TRUE
saseboes.dodea.edu,TRUE
saw.usace.army.mil,TRUE
sbir.darpa.mil,TRUE
schinnen.armymwr.com,TRUE
scientificadvisoryboard.af.mil,TRUE
scottis.dodea.edu,TRUE
scra.dmdc.osd.mil,TRUE
sd.ng.mil,TRUE
sd.vte.training.navy.mil,TRUE
sda.mil,TRUE
sdl.nucleus.asgardgate.com,TRUE
sdremedyweb.sd.fisc.navy.mil,TRUE
sealbeach.navylifesw.com,TRUE
search.darpa.mil,TRUE
seashare.spawar.navy.mil,TRUE
seat1.cpf.navy.mil,TRUE
seat1.nmci.navy.mil,TRUE
seatracq.nslc.navy.mil,TRUE
secnav.navy.mil,TRUE
secure.fedramp-firstdue.us,TRUE
"secure.jten.mil,auth.jten.mil,er.jten.mil,",TRUE
securerelease.us,TRUE
sedir.cse.spawar.navy.mil,TRUE
sembaches.dodea.edu,TRUE
sems.dc3n.navy.mil,TRUE
sems.sscno.nmci.navy.mil,TRUE
sems2.serdp-estcp.org,TRUE
servicenow.les.mil,TRUE
sevillaems.dodea.edu,TRUE
sewardmilitaryresort.com,TRUE
sfim.cnic.navy.mil,TRUE
shadowsedge.mil,TRUE
shapees.dodea.edu,TRUE
shapehs.dodea.edu,TRUE
shapems.dodea.edu,TRUE
sharepoint.cran.nmci.navy.smil.mil,TRUE
sharp.nmci.navy.mil,TRUE
shelflife.dla.mil,TRUE
shipname.navy.smil.mil,TRUE
shipops.net,TRUE
shoc.af.mil,TRUE
shop.commissaries.com,TRUE
shopcgx.com,TRUE
shopmyexchange.com,TRUE
shughartes.dodea.edu,TRUE
shughartms.dodea.edu,TRUE
siatss.navy.mil,TRUE
sierra.army.mil,TRUE
sierra.armymwr.com,TRUE
sigar.mil,TRUE
sigonellaes.dodea.edu,TRUE
sigonellamhs.dodea.edu,TRUE
sill.armymwr.com,TRUE
sims.dc3n.navy.mil,TRUE
sites.google.com,TRUE
sja.marines.mil,TRUE
sjfss.com,TRUE
sked.abl.navy.mil,TRUE
skillbridge.osd.mil,TRUE
sldcada.dc3n.navy.mil,TRUE
slicwave.crane.navy.mil,TRUE
smartvoucher.dfas.mil,TRUE
smartwebmove.navsup.navy.mil,TRUE
smds.navair.navy.smil.mil,TRUE
smithes.dodea.edu,TRUE
smmis.submepp.navy.mil,TRUE
smmp-mc.usmc.mil,TRUE
sms.dc3n.navy.mil,TRUE
sms.erdc.dren.mil,TRUE
snasts.navy.mil,TRUE
soc.mil,TRUE
socom.mil,TRUE
soes.dmdc.osd.mil,TRUE
software.af.mil,TRUE
soieast.marines.mil,TRUE
soiwest.marines.mil,TRUE
soldierforlife.army.mil,TRUE
sollarses.dodea.edu,TRUE
sop.ahf.nmci.navy.mil,TRUE
southcarolina.usmc-mccs.org,TRUE
sp.nis.navy.mil,TRUE
spa.usace.army.mil,TRUE
