,source_list_gpo_fdlp
"            class=""HeaderMenu-link HeaderMenu-button d-inline-flex d-lg-none flex-order-1 f5 no-underline border color-border-default rounded-2 px-2 py-1 color-fg-inherit js-prevent-focus-on-mobile-nav""",TRUE
"            data-hydro-click=""{&quot;event_type&quot;:&quot;authentication.click&quot;",TRUE
"            data-analytics-event=""{&quot;category&quot;:&quot;Marketing nav&quot;",TRUE
          >,TRUE
            Sign in,TRUE
          </a>,TRUE
      </div>,TRUE
    </div>,TRUE
,TRUE
,TRUE
"    <div class=""HeaderMenu js-header-menu height-fit position-lg-relative d-lg-flex flex-column flex-auto top-0"">",TRUE
"      <div class=""HeaderMenu-wrapper d-flex flex-column flex-self-start flex-lg-row flex-auto rounded rounded-lg-0"">",TRUE
"          <nav class=""HeaderMenu-nav"" aria-label=""Global"">",TRUE
"            <ul class=""d-lg-flex list-style-none"">",TRUE
"                <li class=""HeaderMenu-item position-relative flex-wrap flex-justify-between flex-items-center d-block d-lg-flex flex-lg-nowrap flex-lg-items-center js-details-container js-header-menu-item"">",TRUE
"      <button type=""button"" class=""HeaderMenu-link border-0 width-full width-lg-auto px-0 px-lg-2 py-lg-2 no-wrap d-flex flex-items-center flex-justify-between js-details-target"" aria-expanded=""false"">",TRUE
        Product,TRUE
"        <svg opacity=""0.5"" aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-chevron-down HeaderMenu-icon ml-1"">",TRUE
"    <path d=""M12.78 5.22a.749.749 0 0 1 0 1.06l-4.25 4.25a.749.749 0 0 1-1.06 0L3.22 6.28a.749.749 0 1 1 1.06-1.06L8 8.939l3.72-3.719a.749.749 0 0 1 1.06 0Z""></path>",TRUE
</svg>,TRUE
      </button>,TRUE
"      <div class=""HeaderMenu-dropdown dropdown-menu rounded m-0 p-0 pt-2 pt-lg-4 position-relative position-lg-absolute left-0 left-lg-n3 pb-2 pb-lg-4 d-lg-flex flex-wrap dropdown-menu-wide"">",TRUE
"          <div class=""HeaderMenu-column px-lg-4 border-lg-right mb-4 mb-lg-0 pr-lg-7"">",TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 border-lg-bottom-0"">",TRUE
"                <ul class=""list-style-none f5"" >",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-copilot color-fg-subtle mr-3"">",TRUE
"    <path d=""M23.922 16.992c-.861 1.495-5.859 5.023-11.922 5.023-6.063 0-11.061-3.528-11.922-5.023A.641.641 0 0 1 0 16.736v-2.869a.841.841 0 0 1 .053-.22c.372-.935 1.347-2.292 2.605-2.656.167-.429.414-1.055.644-1.517a10.195 10.195 0 0 1-.052-1.086c0-1.331.282-2.499 1.132-3.368.397-.406.89-.717 1.474-.952 1.399-1.136 3.392-2.093 6.122-2.093 2.731 0 4.767.957 6.166 2.093.584.235 1.077.546 1.474.952.85.869 1.132 2.037 1.132 3.368 0 .368-.014.733-.052 1.086.23.462.477 1.088.644 1.517 1.258.364 2.233 1.721 2.605 2.656a.832.832 0 0 1 .053.22v2.869a.641.641 0 0 1-.078.256ZM12.172 11h-.344a4.323 4.323 0 0 1-.355.508C10.703 12.455 9.555 13 7.965 13c-1.725 0-2.989-.359-3.782-1.259a2.005 2.005 0 0 1-.085-.104L4 11.741v6.585c1.435.779 4.514 2.179 8 2.179 3.486 0 6.565-1.4 8-2.179v-6.585l-.098-.104s-.033.045-.085.104c-.793.9-2.057 1.259-3.782 1.259-1.59 0-2.738-.545-3.508-1.492a4.323 4.323 0 0 1-.355-.508h-.016.016Zm.641-2.935c.136 1.057.403 1.913.878 2.497.442.544 1.134.938 2.344.938 1.573 0 2.292-.337 2.657-.751.384-.435.558-1.15.558-2.361 0-1.14-.243-1.847-.705-2.319-.477-.488-1.319-.862-2.824-1.025-1.487-.161-2.192.138-2.533.529-.269.307-.437.808-.438 1.578v.021c0 .265.021.562.063.893Zm-1.626 0c.042-.331.063-.628.063-.894v-.02c-.001-.77-.169-1.271-.438-1.578-.341-.391-1.046-.69-2.533-.529-1.505.163-2.347.537-2.824 1.025-.462.472-.705 1.179-.705 2.319 0 1.211.175 1.926.558 2.361.365.414 1.084.751 2.657.751 1.21 0 1.902-.394 2.344-.938.475-.584.742-1.44.878-2.497Z""></path><path d=""M14.5 14.25a1 1 0 0 1 1 1v2a1 1 0 0 1-2 0v-2a1 1 0 0 1 1-1Zm-5 0a1 1 0 0 1 1 1v2a1 1 0 0 1-2 0v-2a1 1 0 0 1 1-1Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">GitHub Copilot</div>",TRUE
        Write better code with AI,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-shield-check color-fg-subtle mr-3"">",TRUE
"    <path d=""M16.53 9.78a.75.75 0 0 0-1.06-1.06L11 13.19l-1.97-1.97a.75.75 0 0 0-1.06 1.06l2.5 2.5a.75.75 0 0 0 1.06 0l5-5Z""></path><path d=""m12.54.637 8.25 2.675A1.75 1.75 0 0 1 22 4.976V10c0 6.19-3.771 10.704-9.401 12.83a1.704 1.704 0 0 1-1.198 0C5.77 20.705 2 16.19 2 10V4.976c0-.758.489-1.43 1.21-1.664L11.46.637a1.748 1.748 0 0 1 1.08 0Zm-.617 1.426-8.25 2.676a.249.249 0 0 0-.173.237V10c0 5.46 3.28 9.483 8.43 11.426a.199.199 0 0 0 .14 0C17.22 19.483 20.5 15.461 20.5 10V4.976a.25.25 0 0 0-.173-.237l-8.25-2.676a.253.253 0 0 0-.154 0Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">Security</div>",TRUE
        Find and fix vulnerabilities,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-workflow color-fg-subtle mr-3"">",TRUE
"    <path d=""M1 3a2 2 0 0 1 2-2h6.5a2 2 0 0 1 2 2v6.5a2 2 0 0 1-2 2H7v4.063C7 16.355 7.644 17 8.438 17H12.5v-2.5a2 2 0 0 1 2-2H21a2 2 0 0 1 2 2V21a2 2 0 0 1-2 2h-6.5a2 2 0 0 1-2-2v-2.5H8.437A2.939 2.939 0 0 1 5.5 15.562V11.5H3a2 2 0 0 1-2-2Zm2-.5a.5.5 0 0 0-.5.5v6.5a.5.5 0 0 0 .5.5h6.5a.5.5 0 0 0 .5-.5V3a.5.5 0 0 0-.5-.5ZM14.5 14a.5.5 0 0 0-.5.5V21a.5.5 0 0 0 .5.5H21a.5.5 0 0 0 .5-.5v-6.5a.5.5 0 0 0-.5-.5Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">Actions</div>",TRUE
        Automate any workflow,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-codespaces color-fg-subtle mr-3"">",TRUE
"    <path d=""M3.5 3.75C3.5 2.784 4.284 2 5.25 2h13.5c.966 0 1.75.784 1.75 1.75v7.5A1.75 1.75 0 0 1 18.75 13H5.25a1.75 1.75 0 0 1-1.75-1.75Zm-2 12c0-.966.784-1.75 1.75-1.75h17.5c.966 0 1.75.784 1.75 1.75v4a1.75 1.75 0 0 1-1.75 1.75H3.25a1.75 1.75 0 0 1-1.75-1.75ZM5.25 3.5a.25.25 0 0 0-.25.25v7.5c0 .138.112.25.25.25h13.5a.25.25 0 0 0 .25-.25v-7.5a.25.25 0 0 0-.25-.25Zm-2 12a.25.25 0 0 0-.25.25v4c0 .138.112.25.25.25h17.5a.25.25 0 0 0 .25-.25v-4a.25.25 0 0 0-.25-.25Z""></path><path d=""M10 17.75a.75.75 0 0 1 .75-.75h6.5a.75.75 0 0 1 0 1.5h-6.5a.75.75 0 0 1-.75-.75Zm-4 0a.75.75 0 0 1 .75-.75h.5a.75.75 0 0 1 0 1.5h-.5a.75.75 0 0 1-.75-.75Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">Codespaces</div>",TRUE
        Instant dev environments,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-issue-opened color-fg-subtle mr-3"">",TRUE
"    <path d=""M12 1c6.075 0 11 4.925 11 11s-4.925 11-11 11S1 18.075 1 12 5.925 1 12 1ZM2.5 12a9.5 9.5 0 0 0 9.5 9.5 9.5 9.5 0 0 0 9.5-9.5A9.5 9.5 0 0 0 12 2.5 9.5 9.5 0 0 0 2.5 12Zm9.5 2a2 2 0 1 1-.001-3.999A2 2 0 0 1 12 14Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">Issues</div>",TRUE
        Plan and track work,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-code-review color-fg-subtle mr-3"">",TRUE
"    <path d=""M10.3 6.74a.75.75 0 0 1-.04 1.06l-2.908 2.7 2.908 2.7a.75.75 0 1 1-1.02 1.1l-3.5-3.25a.75.75 0 0 1 0-1.1l3.5-3.25a.75.75 0 0 1 1.06.04Zm3.44 1.06a.75.75 0 1 1 1.02-1.1l3.5 3.25a.75.75 0 0 1 0 1.1l-3.5 3.25a.75.75 0 1 1-1.02-1.1l2.908-2.7-2.908-2.7Z""></path><path d=""M1.5 4.25c0-.966.784-1.75 1.75-1.75h17.5c.966 0 1.75.784 1.75 1.75v12.5a1.75 1.75 0 0 1-1.75 1.75h-9.69l-3.573 3.573A1.458 1.458 0 0 1 5 21.043V18.5H3.25a1.75 1.75 0 0 1-1.75-1.75ZM3.25 4a.25.25 0 0 0-.25.25v12.5c0 .138.112.25.25.25h2.5a.75.75 0 0 1 .75.75v3.19l3.72-3.72a.749.749 0 0 1 .53-.22h10a.25.25 0 0 0 .25-.25V4.25a.25.25 0 0 0-.25-.25Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">Code Review</div>",TRUE
        Manage code changes,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-comment-discussion color-fg-subtle mr-3"">",TRUE
"    <path d=""M1.75 1h12.5c.966 0 1.75.784 1.75 1.75v9.5A1.75 1.75 0 0 1 14.25 14H8.061l-2.574 2.573A1.458 1.458 0 0 1 3 15.543V14H1.75A1.75 1.75 0 0 1 0 12.25v-9.5C0 1.784.784 1 1.75 1ZM1.5 2.75v9.5c0 .138.112.25.25.25h2a.75.75 0 0 1 .75.75v2.19l2.72-2.72a.749.749 0 0 1 .53-.22h6.5a.25.25 0 0 0 .25-.25v-9.5a.25.25 0 0 0-.25-.25H1.75a.25.25 0 0 0-.25.25Z""></path><path d=""M22.5 8.75a.25.25 0 0 0-.25-.25h-3.5a.75.75 0 0 1 0-1.5h3.5c.966 0 1.75.784 1.75 1.75v9.5A1.75 1.75 0 0 1 22.25 20H21v1.543a1.457 1.457 0 0 1-2.487 1.03L15.939 20H10.75A1.75 1.75 0 0 1 9 18.25v-1.465a.75.75 0 0 1 1.5 0v1.465c0 .138.112.25.25.25h5.5a.75.75 0 0 1 .53.22l2.72 2.72v-2.19a.75.75 0 0 1 .75-.75h2a.25.25 0 0 0 .25-.25v-9.5Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">Discussions</div>",TRUE
        Collaborate outside of code,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-code-square color-fg-subtle mr-3"">",TRUE
"    <path d=""M10.3 8.24a.75.75 0 0 1-.04 1.06L7.352 12l2.908 2.7a.75.75 0 1 1-1.02 1.1l-3.5-3.25a.75.75 0 0 1 0-1.1l3.5-3.25a.75.75 0 0 1 1.06.04Zm3.44 1.06a.75.75 0 1 1 1.02-1.1l3.5 3.25a.75.75 0 0 1 0 1.1l-3.5 3.25a.75.75 0 1 1-1.02-1.1l2.908-2.7-2.908-2.7Z""></path><path d=""M2 3.75C2 2.784 2.784 2 3.75 2h16.5c.966 0 1.75.784 1.75 1.75v16.5A1.75 1.75 0 0 1 20.25 22H3.75A1.75 1.75 0 0 1 2 20.25Zm1.75-.25a.25.25 0 0 0-.25.25v16.5c0 .138.112.25.25.25h16.5a.25.25 0 0 0 .25-.25V3.75a.25.25 0 0 0-.25-.25Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">Code Search</div>",TRUE
        Find more,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
          </div>,TRUE
"          <div class=""HeaderMenu-column px-lg-4"">",TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 border-lg-bottom-0 border-bottom-0"">",TRUE
"                    <span class=""d-block h4 color-fg-default my-1"" id=""product-explore-heading"">Explore</span>",TRUE
"                <ul class=""list-style-none f5"" aria-labelledby=""product-explore-heading"">",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      All features,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary Link--external"" target=""_blank"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Documentation,TRUE
,TRUE
"    <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-link-external HeaderMenu-external-icon color-fg-subtle"">",TRUE
"    <path d=""M3.75 2h3.5a.75.75 0 0 1 0 1.5h-3.5a.25.25 0 0 0-.25.25v8.5c0 .138.112.25.25.25h8.5a.25.25 0 0 0 .25-.25v-3.5a.75.75 0 0 1 1.5 0v3.5A1.75 1.75 0 0 1 12.25 14h-8.5A1.75 1.75 0 0 1 2 12.25v-8.5C2 2.784 2.784 2 3.75 2Zm6.854-1h4.146a.25.25 0 0 1 .25.25v4.146a.25.25 0 0 1-.427.177L13.03 4.03 9.28 7.78a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042l3.75-3.75-1.543-1.543A.25.25 0 0 1 10.604 1Z""></path>",TRUE
</svg>,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary Link--external"" target=""_blank"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      GitHub Skills,TRUE
,TRUE
"    <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-link-external HeaderMenu-external-icon color-fg-subtle"">",TRUE
"    <path d=""M3.75 2h3.5a.75.75 0 0 1 0 1.5h-3.5a.25.25 0 0 0-.25.25v8.5c0 .138.112.25.25.25h8.5a.25.25 0 0 0 .25-.25v-3.5a.75.75 0 0 1 1.5 0v3.5A1.75 1.75 0 0 1 12.25 14h-8.5A1.75 1.75 0 0 1 2 12.25v-8.5C2 2.784 2.784 2 3.75 2Zm6.854-1h4.146a.25.25 0 0 1 .25.25v4.146a.25.25 0 0 1-.427.177L13.03 4.03 9.28 7.78a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042l3.75-3.75-1.543-1.543A.25.25 0 0 1 10.604 1Z""></path>",TRUE
</svg>,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary Link--external"" target=""_blank"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Blog,TRUE
,TRUE
"    <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-link-external HeaderMenu-external-icon color-fg-subtle"">",TRUE
"    <path d=""M3.75 2h3.5a.75.75 0 0 1 0 1.5h-3.5a.25.25 0 0 0-.25.25v8.5c0 .138.112.25.25.25h8.5a.25.25 0 0 0 .25-.25v-3.5a.75.75 0 0 1 1.5 0v3.5A1.75 1.75 0 0 1 12.25 14h-8.5A1.75 1.75 0 0 1 2 12.25v-8.5C2 2.784 2.784 2 3.75 2Zm6.854-1h4.146a.25.25 0 0 1 .25.25v4.146a.25.25 0 0 1-.427.177L13.03 4.03 9.28 7.78a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042l3.75-3.75-1.543-1.543A.25.25 0 0 1 10.604 1Z""></path>",TRUE
</svg>,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
          </div>,TRUE
      </div>,TRUE
</li>,TRUE
,TRUE
"                  <li class=""HeaderMenu-item position-relative flex-wrap flex-justify-between flex-items-center d-block d-lg-flex flex-lg-nowrap flex-lg-items-center js-details-container js-header-menu-item"">",TRUE
"      <button type=""button"" class=""HeaderMenu-link border-0 width-full width-lg-auto px-0 px-lg-2 py-lg-2 no-wrap d-flex flex-items-center flex-justify-between js-details-target"" aria-expanded=""false"">",TRUE
        Solutions,TRUE
"        <svg opacity=""0.5"" aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-chevron-down HeaderMenu-icon ml-1"">",TRUE
"    <path d=""M12.78 5.22a.749.749 0 0 1 0 1.06l-4.25 4.25a.749.749 0 0 1-1.06 0L3.22 6.28a.749.749 0 1 1 1.06-1.06L8 8.939l3.72-3.719a.749.749 0 0 1 1.06 0Z""></path>",TRUE
</svg>,TRUE
      </button>,TRUE
"      <div class=""HeaderMenu-dropdown dropdown-menu rounded m-0 p-0 pt-2 pt-lg-4 position-relative position-lg-absolute left-0 left-lg-n3 d-lg-flex flex-wrap dropdown-menu-wide"">",TRUE
"          <div class=""HeaderMenu-column px-lg-4 border-lg-right mb-4 mb-lg-0 pr-lg-7"">",TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 border-lg-bottom-0 pb-lg-3 mb-3 mb-lg-0"">",TRUE
"                    <span class=""d-block h4 color-fg-default my-1"" id=""solutions-by-company-size-heading"">By company size</span>",TRUE
"                <ul class=""list-style-none f5"" aria-labelledby=""solutions-by-company-size-heading"">",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Enterprises,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Small and medium teams,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Startups,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Nonprofits,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 border-lg-bottom-0"">",TRUE
"                    <span class=""d-block h4 color-fg-default my-1"" id=""solutions-by-use-case-heading"">By use case</span>",TRUE
"                <ul class=""list-style-none f5"" aria-labelledby=""solutions-by-use-case-heading"">",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      DevSecOps,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      DevOps,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      CI/CD,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      View all use cases,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
          </div>,TRUE
"          <div class=""HeaderMenu-column px-lg-4"">",TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 border-lg-bottom-0"">",TRUE
"                    <span class=""d-block h4 color-fg-default my-1"" id=""solutions-by-industry-heading"">By industry</span>",TRUE
"                <ul class=""list-style-none f5"" aria-labelledby=""solutions-by-industry-heading"">",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Healthcare,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Financial services,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Manufacturing,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Government,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      View all industries,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
          </div>,TRUE
"         <div class=""HeaderMenu-trailing-link rounded-bottom-2 flex-shrink-0 mt-lg-4 px-lg-4 py-4 py-lg-3 f5 text-semibold"">",TRUE
"            <a href=""/solutions"">",TRUE
              View all solutions,TRUE
"              <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-chevron-right HeaderMenu-trailing-link-icon"">",TRUE
"    <path d=""M6.22 3.22a.75.75 0 0 1 1.06 0l4.25 4.25a.75.75 0 0 1 0 1.06l-4.25 4.25a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042L9.94 8 6.22 4.28a.75.75 0 0 1 0-1.06Z""></path>",TRUE
</svg>,TRUE
</a>         </div>,TRUE
      </div>,TRUE
</li>,TRUE
,TRUE
"                    <li class=""HeaderMenu-item position-relative flex-wrap flex-justify-between flex-items-center d-block d-lg-flex flex-lg-nowrap flex-lg-items-center js-details-container js-header-menu-item"">",TRUE
"      <button type=""button"" class=""HeaderMenu-link border-0 width-full width-lg-auto px-0 px-lg-2 py-lg-2 no-wrap d-flex flex-items-center flex-justify-between js-details-target"" aria-expanded=""false"">",TRUE
        Resources,TRUE
"        <svg opacity=""0.5"" aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-chevron-down HeaderMenu-icon ml-1"">",TRUE
"    <path d=""M12.78 5.22a.749.749 0 0 1 0 1.06l-4.25 4.25a.749.749 0 0 1-1.06 0L3.22 6.28a.749.749 0 1 1 1.06-1.06L8 8.939l3.72-3.719a.749.749 0 0 1 1.06 0Z""></path>",TRUE
</svg>,TRUE
      </button>,TRUE
"      <div class=""HeaderMenu-dropdown dropdown-menu rounded m-0 p-0 pt-2 pt-lg-4 position-relative position-lg-absolute left-0 left-lg-n3 pb-2 pb-lg-4 d-lg-flex flex-wrap dropdown-menu-wide"">",TRUE
"          <div class=""HeaderMenu-column px-lg-4 border-lg-right mb-4 mb-lg-0 pr-lg-7"">",TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 border-lg-bottom-0"">",TRUE
"                    <span class=""d-block h4 color-fg-default my-1"" id=""resources-topics-heading"">Topics</span>",TRUE
"                <ul class=""list-style-none f5"" aria-labelledby=""resources-topics-heading"">",TRUE
