target_url,source_list_dod_public
lrl.usace.army.mil,TRUE
lrn.usace.army.mil,TRUE
lrp.usace.army.mil,TRUE
mvp.usace.army.mil,TRUE
mvs.usace.army.mil,TRUE
nad.usace.army.mil,TRUE
nws.usace.army.mil,TRUE
nww.usace.army.mil,TRUE
poa.usace.army.mil,TRUE
pof.usace.army.mil,TRUE
poh.usace.army.mil,TRUE
rmc.usace.army.mil,TRUE
saa.usace.army.mil,TRUE
sad.usace.army.mil,TRUE
sas.usace.army.mil,TRUE
spa.usace.army.mil,TRUE
spd.usace.army.mil,TRUE
swd.usace.army.mil,TRUE
swg.usace.army.mil,TRUE
tam.usace.army.mil,TRUE
dcms.uscg.mil,TRUE
history.uscg.mil,TRUE
mycg.uscg.mil,TRUE
reserve.uscg.mil,TRUE
anacostiabolling.tricare.mil,TRUE
andersen.tricare.mil,TRUE
andrews.tricare.mil,TRUE
barksdale.tricare.mil,TRUE
beale.tricare.mil,TRUE
buckley.tricare.mil,TRUE
cannon.tricare.mil,TRUE
charleston.tricare.mil,TRUE
davismonthan.tricare.mil,TRUE
dover.tricare.mil,TRUE
dyess.tricare.mil,TRUE
edwards.tricare.mil,TRUE
eglin.tricare.mil,TRUE
eielson.tricare.mil,TRUE
ellsworth.tricare.mil,TRUE
elmendorfrichardson.tricare.mil,TRUE
evans.tricare.mil,TRUE
fairchild.tricare.mil,TRUE
goodfellow.tricare.mil,TRUE
grandforks.tricare.mil,TRUE
guantanamo.tricare.mil,TRUE
hanscom.tricare.mil,TRUE
hill.tricare.mil,TRUE
holloman.tricare.mil,TRUE
hurlburt.tricare.mil,TRUE
incirlik.tricare.mil,TRUE
kadena.tricare.mil,TRUE
keesler.tricare.mil,TRUE
kimbrough.tricare.mil,TRUE
kirk.tricare.mil,TRUE
kirtland.tricare.mil,TRUE
kunsan.tricare.mil,TRUE
langleyeustis.tricare.mil,TRUE
laughlin.tricare.mil,TRUE
lewismcchord.tricare.mil,TRUE
littlerock.tricare.mil,TRUE
losangeles.tricare.mil,TRUE
luke.tricare.mil,TRUE
mcguiredixlakehurst.tricare.mil,TRUE
minot.tricare.mil,TRUE
misawa.tricare.mil,TRUE
moody.tricare.mil,TRUE
mountainhome.tricare.mil,TRUE
naples.tricare.mil,TRUE
nhchawaii.tricare.mil,TRUE
offutt.tricare.mil,TRUE
osan.tricare.mil,TRUE
patrick.tricare.mil,TRUE
pearlharborhickam.tricare.mil,TRUE
peterson.tricare.mil,TRUE
pope.tricare.mil,TRUE
rafcroughton.tricare.mil,TRUE
raflakenheath.tricare.mil,TRUE
ramstein.tricare.mil,TRUE
yokosuka.tricare.mil,TRUE
yokota.tricare.mil,TRUE
dodsoco.ogc.osd.mil,TRUE
macdill.tricare.mil,TRUE
madigan.tricare.mil,TRUE
malmstrom.tricare.mil,TRUE
maxwell.tricare.mil,TRUE
mcconnell.tricare.mil,TRUE
mjrp.osd.mil,TRUE
ogc.osd.mil,TRUE
purview.dodlive.mil,TRUE
reynolds.tricare.mil,TRUE
robins.tricare.mil,TRUE
scott.tricare.mil,TRUE
seymourjohnson.tricare.mil,TRUE
shaw.tricare.mil,TRUE
sheppard.tricare.mil,TRUE
spangdahlem.tricare.mil,TRUE
tinker.tricare.mil,TRUE
tyndall.tricare.mil,TRUE
vance.tricare.mil,TRUE
vandenberg.tricare.mil,TRUE
whiteman.tricare.mil,TRUE
dantes.mil,TRUE
dc3.mil,TRUE
deomi.mil,TRUE
dimoc.mil,TRUE
dlnseo.mil,TRUE
dote.osd.mil,TRUE
dpaa.mil,TRUE
dtra.mil,TRUE
milreviewbds.mil,TRUE
norad.mil,TRUE
repi.mil,TRUE
travel.dod.mil,TRUE
usfj.mil,TRUE
usfk.mil,TRUE
web.dma.mil,TRUE
plainsguardian.dodlive.mil,TRUE
centcom.mil,TRUE
jbsa.mil,TRUE
jcs.mil,TRUE
jfhq-dodin.mil,TRUE
jiatfs.southcom.mil,TRUE
jpra.mil,TRUE
jtfb.southcom.mil,TRUE
jtfcs.northcom.mil,TRUE
jtfgtmo.southcom.mil,TRUE
northcom.mil,TRUE
southcom.mil,TRUE
spacecom.mil,TRUE
spaceforces-space.mil,TRUE
stratcom.mil,TRUE
fmtbnwest.usmc.afpims.mil,TRUE
24thmeu.marines.mil,TRUE
2ndmardiv.marines.mil,TRUE
acmc.marines.mil,TRUE
cd.marines.mil,TRUE
dmcs.marines.mil,TRUE
foia.marines.mil,TRUE
hmx-1.marines.mil,TRUE
hrom.marines.mil,TRUE
japan.marines.mil,TRUE
logcom.marines.mil,TRUE
marforcom.marines.mil,TRUE
marforcyber.marines.mil,TRUE
marforsouth.marines.mil,TRUE
marforspace.marines.mil,TRUE
marforstrat.marines.mil,TRUE
matsg23.marines.mil,TRUE
mcasfutenma.marines.mil,TRUE
mcasiwakunijp.marines.mil,TRUE
mcces.marines.mil,TRUE
mccywg.marines.mil,TRUE
mcia.marines.mil,TRUE
mcicom.marines.mil,TRUE
mciwest.marines.mil,TRUE
mcsf-nola.marines.mil,TRUE
mcsfr.marines.mil,TRUE
ostc.marines.mil,TRUE
pandr.marines.mil,TRUE
smmc.marines.mil,TRUE
soiwest.marines.mil,TRUE
tf612.marines.mil,TRUE
tf763.marines.mil,TRUE
arkansas.nationalguard.mil,TRUE
co.ng.mil,TRUE
dc.ng.mil,TRUE
ri.ng.mil,TRUE
de.ng.mil,TRUE
ftig.ng.mil,TRUE
il.ngb.army.mil,TRUE
me.ng.mil,TRUE
pa.ng.mil,TRUE
scguard.ng.mil,TRUE
allhands.navy.mil,TRUE
atlantic.navfac.navy.mil,TRUE
cnrma.cnic.navy.mil,TRUE
cnrse.cnic.navy.mil,TRUE
exwc.navfac.navy.mil,TRUE
ffr.cnic.navy.mil,TRUE
frcse.navair.navy.mil,TRUE
grgb.navy.mil,TRUE
jag.navylive.dodlive.mil,TRUE
navalsafetycommand.navy.mil,TRUE
ndw.cnic.navy.mil,TRUE
outreach.navy.mil,TRUE
p2p.navy.mil,TRUE
seabeemagazine.navylive.dodlive.mil,TRUE
usnhistory.navylive.dodlive.mil,TRUE
airlant.usff.navy.mil,TRUE
amphib7flt.navy.mil,TRUE
bootcamp.navy.mil,TRUE
c2f.usff.navy.mil,TRUE
c7f.navy.mil,TRUE
ccsg15.navy.mil,TRUE
cnic.navy.mil,TRUE
cpf.navy.mil,TRUE
csg4.usff.navy.mil,TRUE
fcc.navy.mil,TRUE
ffsp.navy.mil,TRUE
fourthfleet.navy.mil,TRUE
insurv.usff.navy.mil,TRUE
msc.usff.navy.mil,TRUE
navy.mil,TRUE
netc.navy.mil,TRUE
nrl.navy.mil,TRUE
oni.navy.mil,TRUE
owa.navy.mil,TRUE
peoc4i.navy.mil,TRUE
peodigital.navy.mil,TRUE
ready.navy.mil,TRUE
ssp.navy.mil,TRUE
sublant.usff.navy.mil,TRUE
surflant.usff.navy.mil,TRUE
surfpac.navy.mil,TRUE
usff.navy.mil,TRUE
losangeles.spaceforce.mil,TRUE
patrick.spaceforce.mil,TRUE
spaceforce.mil,TRUE
vandenberg.spaceforce.mil,TRUE
ansrp.el.erdc.dren.mil,TRUE
budm.el.erdc.dren.mil,TRUE
corpslakes.erdc.dren.mil,TRUE
cw-environment.erdc.dren.mil,TRUE
dots.el.erdc.dren.mil,TRUE
erdc-library.erdc.dren.mil,TRUE
mtc.erdc.dren.mil,TRUE
ndc.ops.usace.army.mil,TRUE
odd.el.erdc.dren.mil,TRUE
operations.erdc.dren.mil,TRUE
planning.erdc.dren.mil,TRUE
riskdecision.el.erdc.dren.mil,TRUE
support.sms.erdc.dren.mil,TRUE
wetlands.el.erdc.dren.mil,TRUE
wis.erdc.dren.mil,TRUE
hci.mil,TRUE
blueroof.us,TRUE
navalwarcollege.blackboard.com,TRUE
navalwarcollege.sharepoint.com,TRUE
apgmwr.com,TRUE
dsccmwr.com,TRUE
halekoa.com,TRUE
bliss.armymwr.com,TRUE
jackson.armymwr.com,TRUE
anniston.armymwr.com,TRUE
ansbach.armymwr.com,TRUE
baumholder.armymwr.com,TRUE
bavaria.armymwr.com,TRUE
belvoir.armymwr.com,TRUE
benelux.armymwr.com,TRUE
brussels.armymwr.com,TRUE
buchanan.armymwr.com,TRUE
campbell.armymwr.com,TRUE
carlisle.armymwr.com,TRUE
carson.armymwr.com,TRUE
casey.armymwr.com,TRUE
cavazos.armymwr.com,TRUE
chievres.armymwr.com,TRUE
detrick.armymwr.com,TRUE
detroit.armymwr.com,TRUE
drum.armymwr.com,TRUE
dugway.armymwr.com,TRUE
eisenhower.armymwr.com,TRUE
fifeanddrum.army.mil,TRUE
garmisch.armymwr.com,TRUE
geospatial-usace.opendata.arcgis.com,TRUE
goarmywestpoint.com,TRUE
grafenwoehr.armymwr.com,TRUE
greely.armymwr.com,TRUE
hamilton.armymwr.com,TRUE
hawaii.armymwr.com,TRUE
hohenfels.armymwr.com,TRUE
huachuca.armymwr.com,TRUE
humphreys.armymwr.com,TRUE
hunterliggett.armymwr.com,TRUE
irwin.armymwr.com,TRUE
italy.armymwr.com,TRUE
jblmmwr.com,TRUE
jbmhh.armymwr.com,TRUE
jbsatoday.com,TRUE
johnson.armymwr.com,TRUE
kaiserslautern.armymwr.com,TRUE
knox.armymwr.com,TRUE
leavenworth.armymwr.com,TRUE
lee.armymwr.com,TRUE
leonardwood.armymwr.com,TRUE
liberty.armymwr.com,TRUE
mcalester.armymwr.com,TRUE
mccoy.armymwr.com,TRUE
meade.armymwr.com,TRUE
miami.armymwr.com,TRUE
moore.armymwr.com,TRUE
natick.armymwr.com,TRUE
parks.armymwr.com,TRUE
picatinny.armymwr.com,TRUE
pinebluff.armymwr.com,TRUE
presidio.armymwr.com,TRUE
redriver.armymwr.com,TRUE
redstone.armymwr.com,TRUE
rheinland-pfalz.armymwr.com,TRUE
riley.armymwr.com,TRUE
rockisland.armymwr.com,TRUE
rucker.armymwr.com,TRUE
schinnen.armymwr.com,TRUE
sewardmilitaryresort.com,TRUE
sierra.armymwr.com,TRUE
sill.armymwr.com,TRUE
stewarthunter.armymwr.com,TRUE
stuttgart.armymwr.com,TRUE
tobyhanna.armymwr.com,TRUE
tooele.armymwr.com,TRUE
wainwright.armymwr.com,TRUE
walker.armymwr.com,TRUE
watervliet.armymwr.com,TRUE
westpoint.armymwr.com,TRUE
whitesands.armymwr.com,TRUE
wiesbaden.armymwr.com,TRUE
armymwr.com,TRUE
dragonhilllodge.com,TRUE
edelweisslodgeandresort.com,TRUE
yuma.armymwr.com,TRUE
mobile.army.com,TRUE
experience.arcgis.com,TRUE
arcgis.com,TRUE
usace.maps.arcgis.com,TRUE
hub.arcgis.com,TRUE
sites.google.com,TRUE
westpointband.com,TRUE
westpointpress.com,TRUE
101starmyband.com,TRUE
300tharmyband.com,TRUE
americasarmy.com,TRUE
armybiznet.com,TRUE
armycareercounselor.com,TRUE
armyfieldband.com,TRUE
goarmy.com,TRUE
iowanationalguard.com,TRUE
navyregionmwrndw.com,TRUE
usarmyband.com,TRUE
usarmyjrotc.com,TRUE
rai.tradewindai.com,TRUE
commissaries.com,TRUE
corp.commissaries.com,TRUE
shop.commissaries.com,TRUE
aafes.com,TRUE
mynavyexchange.com,TRUE
shopmyexchange.com,TRUE
pprd.commissaries.com,TRUE
decacards.com,TRUE
aafesprem.imenu360.com,TRUE
github.com,TRUE
defensemwr.com,TRUE
flipsnack.com,TRUE
ala.stripes.com,TRUE
bestofgermany.stripes.com,TRUE
bestofpacific.stripes.com,TRUE
epaper.stripes.com,TRUE
epub.stripes.com,TRUE
feeds.stripes.com,TRUE
info.stripes.com,TRUE
iosauth.stripes.com,TRUE
legion.stripes.com,TRUE
letterstosanta.stripes.com,TRUE
militarychild.stripes.com,TRUE
newsletters.stripes.com,TRUE
obituaries.stripes.com,TRUE
printshop.stripes.com,TRUE
promotions.stripes.com,TRUE
stripesinfo.com,TRUE
stripesstore.com,TRUE
vfw.stripes.com,TRUE
votenow.stripes.com,TRUE
stripes.com,TRUE
veteranjobs.stripes.com,TRUE
japan.stripes.com,TRUE
ww2.stripes.com,TRUE
europe.stripes.com,TRUE
guam.stripes.com,TRUE
korea.stripes.com,TRUE
okinawa.stripes.com,TRUE
navalacademytourism.com,TRUE
aafb.militarymwrguam.com,TRUE
chinalake.navylifesw.com,TRUE
coronado.navylifesw.com,TRUE
elcentro.navylifesw.com,TRUE
everett.navylifepnw.com,TRUE
fallon.navylifesw.com,TRUE
jbphh.greatlifehawaii.com,TRUE
kitsap.navylifepnw.com,TRUE
lemoore.navylifesw.com,TRUE
medcenter.navylifesw.com,TRUE
monterey.navylifesw.com,TRUE
pmrf.greatlifehawaii.com,TRUE
pointloma.navylifesw.com,TRUE
sandiego.navylifesw.com,TRUE
sealbeach.navylifesw.com,TRUE
ventura.navylifesw.com,TRUE
whidbey.navylifepnw.com,TRUE
militarymwrguam.com,TRUE
navylifejeb.com,TRUE
navylifesw.com,TRUE
navymwrannapolis.com,TRUE
navymwratsugi.com,TRUE
navymwrbahrain.com,TRUE
navymwrbethesda.com,TRUE
navymwrbusan.com,TRUE
navymwrcapecanaveral.com,TRUE
navymwrchinhae.com,TRUE
navymwrcorpuschristi.com,TRUE
navymwrcrane.com,TRUE
navymwrdahlgren.com,TRUE
navymwrdiegogarcia.com,TRUE
navymwrearle.com,TRUE
navymwrfortworth.com,TRUE
navymwrgreatlakes.com,TRUE
navymwrguantanamobay.com,TRUE
navymwrgulfport.com,TRUE
navymwrhamptonroads.com,TRUE
navymwrindianhead.com,TRUE
navymwrjacksonville.com,TRUE
navymwrkeywest.com,TRUE
navymwrkingsbay.com,TRUE
navymwrkingsville.com,TRUE
navymwrmayport.com,TRUE
navymwrmechanicsburg.com,TRUE
navymwrmeridian.com,TRUE
navymwrmidsouth.com,TRUE
navymwrnaples.com,TRUE
navymwrnavalstationnorfolk.com,TRUE
navymwrnewlondon.com,TRUE
navymwrneworleans.com,TRUE
navymwrnewport.com,TRUE
navymwrnorfolkshipyard.com,TRUE
navymwroceanadamneck.com,TRUE
navymwrokinawa.com,TRUE
navymwrpanamacity.com,TRUE
navymwrpaxriver.com,TRUE
navymwrpensacola.com,TRUE
navymwrphiladelphia.com,TRUE
navymwrportsmouthshipyard.com,TRUE
navymwrrota.com,TRUE
navymwrsaratoga.com,TRUE
navymwrsasebo.com,TRUE
navymwrsigonella.com,TRUE
navymwrsingapore.com,TRUE
navymwrsoudabay.com,TRUE
navymwrwashington.com,TRUE
navymwrwhitingfield.com,TRUE
navymwryokosuka.com,TRUE
navymwryorktown.com,TRUE
thenewsanno.com,TRUE
go.navyonline.com,TRUE
navysports.com,TRUE
navalacademyclub.com,TRUE
navy.com,TRUE
navycs.com,TRUE
navyleapfrogs.com,TRUE
usnabsd.com,TRUE
cl.gtclapps.com to be globaltrader.dc2n.navy.mil,TRUE
ejhv.fa.us8.oraclecloud.com,TRUE
ctcc.ddxwan.com,TRUE
discovery5.deloittefed.com,TRUE
marine-corps.3yourmind.com,TRUE
nrde.onmicrosoft.com,TRUE
oniciotest.service-now.com,TRUE
peoeisinnovationcell.my.salesforce.com,TRUE
rq.cnrc.navy.mil,TRUE
sso.ssve.cloudassured.com,TRUE
usmc-mccs.csod.com,TRUE
usmcportal.phe.com,TRUE
ideservicecenter.com,TRUE
navycash.com,TRUE
piersystem.com,TRUE
usmcenviron.com,TRUE
salesforce.com,TRUE
ids.score.com,TRUE
login.pmw240.com,TRUE
navalx.my.salesforce.com,TRUE
militarychildcare.com,TRUE
todaysmilitary.com,TRUE
dodwarriorgames.com,TRUE
request.todaysmilitary.com,TRUE
stratcomds.com,TRUE
myairforcelife.com,TRUE
andrewsfss.com,TRUE
jbabfss.com,TRUE
doverfss.com,TRUE
afbpap.experience.crmforce.mil,TRUE
wrightpattfss.com,TRUE
kirtlandforcesupport.com,TRUE
lifeatthemax.us,TRUE
travisfss.com,TRUE
375fss.com,TRUE
jbleforcesupport.com,TRUE
refuelmcconnell.com,TRUE
dyessfss.com,TRUE
yourforcesupport.com,TRUE
yokota374fss.com,TRUE
thebestfss.com,TRUE
ellsworthfss.com,TRUE
dmfss.com,TRUE
vancefss.com,TRUE
macdillfss.com,TRUE
funatwarren.com,TRUE
jbcharleston.com,TRUE
gopatrickfl.com,TRUE
rockinattherock.com,TRUE
sjfss.com,TRUE
lafss.com,TRUE
21fss.com,TRUE
af.okta.mil,TRUE
hillfss.com,TRUE
eglinlife.com,TRUE
tinkerliving.com,TRUE
afciviliancareers.com,TRUE
gomdl.com,TRUE
laughlinfss.com,TRUE
niagarafss.com,TRUE
eielsonforcesupport.com,TRUE
460fss.com,TRUE
86fss.com,TRUE
nellis99fss.com,TRUE
usafasupport.com,TRUE
51fss.com,TRUE
fairchildfun.com,TRUE
50fss.com,TRUE
811pentagonfss.com,TRUE
grandforks319fss.com,TRUE
vandenbergfss.com,TRUE
barksdalelife.com,TRUE
kunsanfss.com,TRUE
gogoodfellow.com,TRUE
100fss.com,TRUE
keesler81fss.com,TRUE
marchfss.com,TRUE
offutt55fss.com,TRUE
airforcelibraries.libguides.com,TRUE
usaf.dps.mil,TRUE
parent.afcyp.com,TRUE
dodlodging.net,TRUE
dodmwrlibraries.org,TRUE
usafmarathon.com,TRUE
82cons.com,TRUE
afthunderbirds.com,TRUE
afwerx.com,TRUE
academyadmissions.com,TRUE
afaccelerators.com,TRUE
afciviliancareers.com,TRUE
afresearchlab.com,TRUE
afrotc.com,TRUE
afscciviliancareers.com,TRUE
af-ventures.com,TRUE
airforce.com,TRUE
airforceweapons.com,TRUE
dafdto.com,TRUE
hollomanafbairspaceeis.com,TRUE
innovativeairforce.com,TRUE
spaceforce.com,TRUE
gocoastguard.com,TRUE
amver.com,TRUE
shopcgx.com,TRUE
coastguardathletics.com,TRUE
mcxstore.wgiftcard.com,TRUE
mymcx.com,TRUE
marinemarathon.com,TRUE
marines.com,TRUE
engagesof.com,TRUE
sdl.nucleus.asgardgate.com,TRUE
keycloak.asgardgate.com,TRUE
keycloak.nucleus.asgardgate.com,TRUE
asgardgate.com,TRUE
auth.vitni.nucleus.asgardgate.com,TRUE
notary.vitni.nucleus.asgardgate.com,TRUE
government.github.com,TRUE
sewardresort.com,TRUE
americanforcestravel.com,TRUE
theredstonerocket.com,TRUE
issuu.com,TRUE
cavazossentinel.com,TRUE
ahec.armywarcollege.edu,TRUE
armyuniversity.edu,TRUE
asep.armywarcollege.edu,TRUE
press.armywarcollege.edu,TRUE
warroom.armywarcollege.edu,TRUE
armywarcollege.edu,TRUE
dliflc.edu,TRUE
westpoint.edu,TRUE
afnorthmhs.dodea.edu,TRUE
ameliaearhartis.dodea.edu,TRUE
andersenes.dodea.edu,TRUE
andersenms.dodea.edu,TRUE
andrelucases.dodea.edu,TRUE
ansbaches.dodea.edu,TRUE
ansbachmhs.dodea.edu,TRUE
antilleshs.dodea.edu,TRUE
aukammes.dodea.edu,TRUE
avianomhs.dodea.edu,TRUE
bahrainmhs.dodea.edu,TRUE
barkleyes.dodea.edu,TRUE
barsanties.dodea.edu,TRUE
bechteles.dodea.edu,TRUE
bitzis.dodea.edu,TRUE
boldenems.dodea.edu,TRUE
brewsterms.dodea.edu,TRUE
crossroadses.dodea.edu,TRUE
darbyes.dodea.edu,TRUE
delalioes.dodea.edu,TRUE
deverses.dodea.edu,TRUE
diamondes.dodea.edu,TRUE
dvhs.dodea.edu,TRUE
ejkingmhs.dodea.edu,TRUE
feltwelles.dodea.edu,TRUE
fortknoxmhs.dodea.edu,TRUE
garmischems.dodea.edu,TRUE
gordones.dodea.edu,TRUE
guamhs.dodea.edu,TRUE
hamptonps.dodea.edu,TRUE
heroeses.dodea.edu,TRUE
hohenfelses.dodea.edu,TRUE
irwinis.dodea.edu,TRUE
kadenaes.dodea.edu,TRUE
kadenams.dodea.edu,TRUE
kaiserslauternes.dodea.edu,TRUE
kaiserslauternhs.dodea.edu,TRUE
kaiserslauternms.dodea.edu,TRUE
kingsolveres.dodea.edu,TRUE
kinseres.dodea.edu,TRUE
kleinebrogeles.dodea.edu,TRUE
lanhames.dodea.edu,TRUE
lejeunehs.dodea.edu,TRUE
libertyis.dodea.edu,TRUE
mahaffeyms.dodea.edu,TRUE
maxwellafbems.dodea.edu,TRUE
mcperryhs.dodea.edu,TRUE
mcperryps.dodea.edu,TRUE
netzaberges.dodea.edu,TRUE
patchms.dodea.edu,TRUE
pinckneyes.dodea.edu,TRUE
poolees.dodea.edu,TRUE
quanticomhs.dodea.edu,TRUE
ramsteinhs.dodea.edu,TRUE
ramsteinis.dodea.edu,TRUE
ramsteinms.dodea.edu,TRUE
registration.dodea.edu,TRUE
ryukyums.dodea.edu,TRUE
shapems.dodea.edu,TRUE
shughartes.dodea.edu,TRUE
sigonellaes.dodea.edu,TRUE
spangdahlemhs.dodea.edu,TRUE
stowerses.dodea.edu,TRUE
sullivanses.dodea.edu,TRUE
tarawaterracees.dodea.edu,TRUE
vicenzaes.dodea.edu,TRUE
vicenzams.dodea.edu,TRUE
vilseckes.dodea.edu,TRUE
whitees.dodea.edu,TRUE
wiesbadenhs.dodea.edu,TRUE
dodea.edu,TRUE
yokosukaps.dodea.edu,TRUE
yokotahs.dodea.edu,TRUE
yokotams.dodea.edu,TRUE
yokotawestes.dodea.edu,TRUE
zamamhs.dodea.edu,TRUE
zukeranes.dodea.edu,TRUE
libguides.nps.edu,TRUE
usnwc.edu,TRUE
usna.edu,TRUE
usncc.edu,TRUE
uscga.edu,TRUE
jsou.edu,TRUE
albrittonms.dodea.edu,TRUE
antilleses.dodea.edu,TRUE
antillesms.dodea.edu,TRUE
bowleyes.dodea.edu,TRUE
dahlgren.dodea.edu,TRUE
dexteres.dodea.edu,TRUE
elliottes.dodea.edu,TRUE
faithms.dodea.edu,TRUE
fortcampbellhs.dodea.edu,TRUE
johnsonps.dodea.edu,TRUE
kessleres.dodea.edu,TRUE
marshalles.dodea.edu,TRUE
mcbridees.dodea.edu,TRUE
murrayes.dodea.edu,TRUE
parkeres.dodea.edu,TRUE
pierceterracees.dodea.edu,TRUE
ramey.dodea.edu,TRUE
scottis.dodea.edu,TRUE
shughartms.dodea.edu,TRUE
vanvoorhises.dodea.edu,TRUE
westpointes.dodea.edu,TRUE
westpointms.dodea.edu,TRUE
afnorthes.dodea.edu,TRUE
alconburyes.dodea.edu,TRUE
alconburymhs.dodea.edu,TRUE
ankaraehs.dodea.edu,TRUE
avianoes.dodea.edu,TRUE
bahraines.dodea.edu,TRUE
baumholdermhs.dodea.edu,TRUE
brusselsehs.dodea.edu,TRUE
grafenwoehres.dodea.edu,TRUE
hohenfelsmhs.dodea.edu,TRUE
lakenheathes.dodea.edu,TRUE
lakenheathhs.dodea.edu,TRUE
lakenheathms.dodea.edu,TRUE
landstuhles.dodea.edu,TRUE
livornoems.dodea.edu,TRUE
napleses.dodea.edu,TRUE
naplesmhs.dodea.edu,TRUE
netzabergms.dodea.edu,TRUE
patches.dodea.edu,TRUE
ramsteines.dodea.edu,TRUE
robinsonbarrackses.dodea.edu,TRUE
rotaes.dodea.edu,TRUE
rotamhs.dodea.edu,TRUE
sembaches.dodea.edu,TRUE
sevillaems.dodea.edu,TRUE
shapees.dodea.edu,TRUE
shapehs.dodea.edu,TRUE
sigonellamhs.dodea.edu,TRUE
smithes.dodea.edu,TRUE
spangdahlemes.dodea.edu,TRUE
spangdahlemms.dodea.edu,TRUE
stuttgartes.dodea.edu,TRUE
stuttgarths.dodea.edu,TRUE
vilseckhs.dodea.edu,TRUE
vogelwehes.dodea.edu,TRUE
wiesbadenes.dodea.edu,TRUE
wiesbadenms.dodea.edu,TRUE
arnnes.dodea.edu,TRUE
bobhopees.dodea.edu,TRUE
daegues.dodea.edu,TRUE
daegumhs.dodea.edu,TRUE
edgrenmhs.dodea.edu,TRUE
humphreyscentrales.dodea.edu,TRUE
humphreyshs.dodea.edu,TRUE
humphreysms.dodea.edu,TRUE
humphreyswestes.dodea.edu,TRUE
ikegoes.dodea.edu,TRUE
iwakuniis.dodea.edu,TRUE
iwakunims.dodea.edu,TRUE
kadenahs.dodea.edu,TRUE
killines.dodea.edu,TRUE
kinnickhs.dodea.edu,TRUE
kubasakihs.dodea.edu,TRUE
lesterms.dodea.edu,TRUE
mccoolems.dodea.edu,TRUE
mendeles.dodea.edu,TRUE
osanes.dodea.edu,TRUE
osanmhs.dodea.edu,TRUE
saseboes.dodea.edu,TRUE
sollarses.dodea.edu,TRUE
stearleyps.dodea.edu,TRUE
yokosukams.dodea.edu,TRUE
blueroof.gov,TRUE
adlnet.gov,TRUE
dod.usajobs.gov,TRUE
oldcc.gov,TRUE
businessdefense.gov,TRUE
navcen.uscg.gov,TRUE
nvmc.uscg.gov,TRUE
wrp.gov,TRUE
osc.gov,TRUE
leapcb.ncis.navy.mil,TRUE
fcg.pentagon.mil,TRUE
africom.mil,TRUE
army.mil,TRUE
tacom.army.mil,TRUE
w3.saj.usace.army.mil,TRUE
spk-wc.usace.army.mil,TRUE
navigation.usace.army.mil,TRUE
water.usace.army.mil,TRUE
jalbtcx.usace.army.mil,TRUE
aal.mil,TRUE
agewebportal.erdc.dren.mil,TRUE
anad.army.mil,TRUE
apcrp.el.erdc.dren.mil,TRUE
armyrotc.army.mil,TRUE
awm.army.mil,TRUE
bsaf.el.erdc.dren.mil,TRUE
cadbimcenter.erdc.dren.mil,TRUE
cascom.army.mil,TRUE
cecom.army.mil,TRUE
chrps.erdc.dren.mil,TRUE
chs.erdc.dren.mil,TRUE
doer.el.erdc.dren.mil,TRUE
e2d2.el.erdc.dren.mil,TRUE
ecomod.erdc.dren.mil,TRUE
education.erdc.dren.mil,TRUE
emrrp.el.erdc.dren.mil,TRUE
ewn.erdc.dren.mil,TRUE
fqacalc.erdc.dren.mil,TRUE
frfdataportal.erdc.dren.mil,TRUE
gvsc.devcom.army.mil,TRUE
home.army.mil,TRUE
iwrlibrary.sec.usace.army.mil,TRUE
medcoe.army.mil,TRUE
mrsi.erdc.dren.mil,TRUE
nano.el.erdc.dren.mil,TRUE
peoiews.army.mil,TRUE
people.army.mil,TRUE
publibrary.sec.usace.army.mil,TRUE
quartermaster.army.mil,TRUE
redriver.army.mil,TRUE
sierra.army.mil,TRUE
soldierforlife.army.mil,TRUE
speedtest.erdc.dren.mil,TRUE
talent.army.mil,TRUE
test.el.erdc.dren.mil,TRUE
tioh.army.mil,TRUE
tlp.el.erdc.dren.mil,TRUE
transportation.erdc.dren.mil,TRUE
wizards.mrsi.erdc.dren.mil,TRUE
wots.el.erdc.dren.mil,TRUE
pba.army.mil,TRUE
pica.army.mil,TRUE
sms.erdc.dren.mil,TRUE
tooele.army.mil,TRUE
wsmr.army.mil,TRUE
wva.army.mil,TRUE
wwwhpc.w.dren.mil,TRUE
dunham.nrmc.amedd.army.mil,TRUE
rader.nrmc.amedd.army.mil,TRUE
kacc.nrmc.amedd.army.mil,TRUE
bahc.nrmc.amedd.army.mil,TRUE
drum.amedd.army.mil,TRUE
usaphcapps.amedd.army.mil,TRUE
kenner.nrmc.amedd.army.mil,TRUE
mcdonald.nrmc.amedd.army.mil,TRUE
kusahc.nrmc.amedd.army.mil,TRUE
ephc.amedd.army.mil,TRUE
cdn.health.mil,TRUE
phc.amedd.army.mil,TRUE
srtsweb.amedd.army.mil,TRUE
inscom.army.mil,TRUE
ameddciviliancorps.amedd.army.mil,TRUE
usahca.medcom.amedd.army.mil,TRUE
redstone.amedd.army.mil,TRUE
korea.amedd.army.mil,TRUE
finance.army.mil,TRUE
survey.tradoc.army.mil,TRUE
armygameday.com,TRUE
ready.army.mil,TRUE
myarmybenefits.us.army.mil,TRUE
rdl.train.army.mil,TRUE
atiam.train.army.mil,TRUE
housing.army.mil,TRUE
jst.doded.mil,TRUE
actsonline.army.mil,TRUE
