target_url,source_list_usagov_clicks_mil
e-publishing.af.mil,TRUE
eads.ang.af.mil,TRUE
edis.army.mil,TRUE
edwards.af.mil,TRUE
eglin.af.mil,TRUE
eielson.af.mil,TRUE
eis.army.mil,TRUE
ellsworth.af.mil,TRUE
erdc.hpc.mil,TRUE
erdc.usace.army.mil,TRUE
esd.whs.mil,TRUE
esgr.mil,TRUE
europeafrica.army.mil,TRUE
ewtgpac.navy.mil,TRUE
expeditionarycenter.af.mil,TRUE
fairchild.af.mil,TRUE
fcc.navy.mil,TRUE
first.army.mil,TRUE
fitness.marines.mil,TRUE
fl.ng.mil,TRUE
forcecom.uscg.mil,TRUE
forscom.army.mil,TRUE
ftig.ng.mil,TRUE
futures.af.mil,TRUE
gcss-army.army.mil,TRUE
goarmysof.army.mil,TRUE
gomo.army.mil,TRUE
goodfellow.af.mil,TRUE
gosere.af.mil,TRUE
grandforks.af.mil,TRUE
grissom.afrc.af.mil,TRUE
gulflink.osd.mil,TRUE
gulfportcrtc.ang.af.mil,TRUE
hacc.mil,TRUE
hanscom.af.mil,TRUE
hanscom.af.milwww.hanscom.af.mil,TRUE
hci.mil,TRUE
health.mil,TRUE
hec.usace.army.mil,TRUE
hill.af.mil,TRUE
hill.af.milwww.hill.af.mil,TRUE
history.army.mil,TRUE
history.navy.mil,TRUE
history.uscg.mil,TRUE
hnc.usace.army.mil,TRUE
holloman.af.mil,TRUE
holloman.af.milwww.holloman.af.mil,TRUE
homes.mil,TRUE
homestead.afrc.af.mil,TRUE
honorguard.af.mil,TRUE
housing.af.mil,TRUE
hqmc.marines.mil,TRUE
hqrio.afrc.af.mil,TRUE
hrc.army.mil,TRUE
hrcapps.army.mil,TRUE
hrom.marines.mil,TRUE
hurlburt.af.mil,TRUE
iandl.marines.mil,TRUE
iiimef.marines.mil,TRUE
ikn.army.mil,TRUE
il.ngb.army.mil,TRUE
imef.marines.mil,TRUE
incirlik.af.mil,TRUE
inherentresolve.mil,TRUE
inscom.army.mil,TRUE
insurv.usff.navy.mil,TRUE
intelligence.marines.mil,TRUE
iwr.usace.army.mil,TRUE
jag.navy.mil,TRUE
jagcnet.army.mil,TRUE
jagreporter.af.mil,TRUE
jba.af.mil,TRUE
jbab.jb.mil,TRUE
jbcharleston.jb.mil,TRUE
jbcharleston.jb.milwww.jbcharleston.jb.mil,TRUE
jber.jb.mil,TRUE
jble.af.mil,TRUE
jblmdesignstandards.army.mil,TRUE
jbmdl.jb.mil,TRUE
jbsa.mil,TRUE
jcs.mil,TRUE
jcs.milwww.jcs.mil,TRUE
jecc.ustranscom.mil,TRUE
jfhq-dodin.mil,TRUE
jiatfs.southcom.mil,TRUE
jmc.army.mil,TRUE
jointbasemdl.af.mil,TRUE
jpeocbrnd.osd.mil,TRUE
jpra.mil,TRUE
jtf-spacedefense.mil,TRUE
jtfb.southcom.mil,TRUE
jtfgtmo.southcom.mil,TRUE
jtfn.northcom.mil,TRUE
jtnc.mil,TRUE
jwac.mil,TRUE
kadena.af.mil,TRUE
kc.army.mil,TRUE
keesler.af.mil,TRUE
kirtland.af.mil,TRUE
kirtland.af.milwww.kirtland.af.mil,TRUE
kunsan.af.mil,TRUE
lakenheath.af.mil,TRUE
laughlin.af.mil,TRUE
learningprofessionals.af.mil,TRUE
lejeune.marines.mil,TRUE
letterkenny.army.mil,TRUE
littlerock.af.mil,TRUE
losangeles.af.mil,TRUE
losangeles.spaceforce.mil,TRUE
lrb.usace.army.mil,TRUE
lrc.usace.army.mil,TRUE
lrd.usace.army.mil,TRUE
lrd.usace.army.milwww.lrd.usace.army.mil,TRUE
lre.usace.army.mil,TRUE
lrh.usace.army.mil,TRUE
lrl.usace.army.mil,TRUE
lrn-wc.usace.army.mil,TRUE
lrn.usace.army.mil,TRUE
lrp.usace.army.mil,TRUE
luke.af.mil,TRUE
luke.af.milwww.luke.af.mil,TRUE
macdill.af.mil,TRUE
mag29.marines.mil,TRUE
malmstrom.af.mil,TRUE
manpower.usmc.mil,TRUE
marcent.marines.mil,TRUE
march.afrc.af.mil,TRUE
marcorsyscom.marines.mil,TRUE
marforcom.marines.mil,TRUE
marforeur.marines.mil,TRUE
marfork.marines.mil,TRUE
marforpac.marines.mil,TRUE
marforres.marines.mil,TRUE
marineband.marines.mil,TRUE
marines.mil,TRUE
marsoc.marines.mil,TRUE
maxwell.af.mil,TRUE
mc.mil,TRUE
mcasiwakuni.marines.mil,TRUE
mcasyuma.marines.mil,TRUE
mcbbutler.marines.mil,TRUE
mcbhawaii.marines.mil,TRUE
mcchord.af.mil,TRUE
mcchord.af.milwww.mcchord.af.mil,TRUE
mcconnell.af.mil,TRUE
mcesg.marines.mil,TRUE
mcieast.marines.mil,TRUE
mcipac.marines.mil,TRUE
mcjrotc.marines.mil,TRUE
mclbbarstow.marines.mil,TRUE
mcrc.marines.mil,TRUE
mcrdpi.marines.mil,TRUE
mcrdsd.marines.mil,TRUE
mcwl.marines.mil,TRUE
mda.mil,TRUE
mdwhome.mdw.army.mil,TRUE
me.ng.mil,TRUE
med.navy.mil,TRUE
medical.dla.mil,TRUE
mepcom.army.mil,TRUE
metc.mil,TRUE
metoc.navy.mil,TRUE
mildenhall.af.mil,TRUE
militaryonesource.mil,TRUE
milsuite.mil,TRUE
minneapolis.afrc.af.mil,TRUE
minot.af.mil,TRUE
misawa.af.mil,TRUE
mnp.navy.mil,TRUE
modsim.af.mil,TRUE
moguard.ngb.mil,TRUE
moody.af.mil,TRUE
moore.army.mil,TRUE
mortuary.af.mil,TRUE
mountainhome.af.mil,TRUE
msc.usff.navy.mil,TRUE
music.af.mil,TRUE
music.marines.mil,TRUE
mvd.usace.army.mil,TRUE
mvk-wc.usace.army.mil,TRUE
mvk.usace.army.mil,TRUE
mvk.usace.army.milwww.mvk.usace.army.mil,TRUE
mvm.usace.army.mil,TRUE
mvn.usace.army.mil,TRUE
mvp-wc.usace.army.mil,TRUE
mvp.usace.army.mil,TRUE
mvr.usace.army.mil,TRUE
mvs-wc.usace.army.mil,TRUE
mvs.usace.army.mil,TRUE
my.af.mil,TRUE
myairforcebenefits.us.af.mil,TRUE
mycg.uscg.mil,TRUE
mynavyhr.navy.mil,TRUE
nab.usace.army.mil,TRUE
nad.usace.army.mil,TRUE
nae.usace.army.mil,TRUE
nan.usace.army.mil,TRUE
nao.usace.army.mil,TRUE
nap.usace.army.mil,TRUE
nasic.af.mil,TRUE
nasic.af.milwww.nasic.af.mil,TRUE
nationalguard.mil,TRUE
nationalmuseum.af.mil,TRUE
nau.usace.army.mil,TRUE
navair.navy.mil,TRUE
navfac.navy.mil,TRUE
navifor.usff.navy.mil,TRUE
navsea.navy.mil,TRUE
navsea.navy.milwww.navsea.navy.mil,TRUE
navsup.navy.mil,TRUE
navwar.navy.mil,TRUE
navy.mil,TRUE
navy.milwww.navy.mil,TRUE
navy311.navy.mil,TRUE
navyband.navy.mil,TRUE
navyreserve.navy.mil,TRUE
ncis.navy.mil,TRUE
ncolcoe.army.mil,TRUE
nde.navy.mil,TRUE
necc.usff.navy.mil,TRUE
neco.navy.mil,TRUE
nellis.af.mil,TRUE
nepa.navy.mil,TRUE
netc.navy.mil,TRUE
netcents.af.mil,TRUE
netcom.army.mil,TRUE
news.uscg.mil,TRUE
nga.mil,TRUE
ngbpmc.ng.mil,TRUE
niagara.afrc.af.mil,TRUE
niagara.afrc.af.milwww.niagara.afrc.af.mil,TRUE
niwcatlantic.navy.mil,TRUE
niwcpacific.navy.mil,TRUE
njang.ang.af.mil,TRUE
norad.mil,TRUE
northcom.mil,TRUE
nre.navy.mil,TRUE
nrl.navy.mil,TRUE
nsips.navy.mil,TRUE
nslcptsmh.csd.disa.mil,TRUE
nsw.navy.mil,TRUE
nvr.navy.mil,TRUE
nwd-wc.usace.army.mil,TRUE
nwd.usace.army.mil,TRUE
nwdc.usff.navy.mil,TRUE
nwk.usace.army.mil,TRUE
nwo.usace.army.mil,TRUE
nwp.usace.army.mil,TRUE
nws.usace.army.mil,TRUE
nww.usace.army.mil,TRUE
nww.usace.army.milwww.nww.usace.army.mil,TRUE
obtportal.army.mil,TRUE
offutt.af.mil,TRUE
ois.disa.mil,TRUE
oni.navy.mil,TRUE
osan.af.mil,TRUE
osan.af.milwww.osan.af.mil,TRUE
osi.af.mil,TRUE
outreach.navy.mil,TRUE
pa.ng.mil,TRUE
pacaf.af.mil,TRUE
pacificarea.uscg.mil,TRUE
pacom.mil,TRUE
patrick.af.mil,TRUE
patrick.spaceforce.mil,TRUE
pdmatis.army.mil,TRUE
pdrep.csd.disa.mil,TRUE
pendleton.marines.mil,TRUE
peoacwa.army.mil,TRUE
peoc4i.navy.mil,TRUE
peocscss.army.mil,TRUE
peodigital.navy.mil,TRUE
peogcs.army.mil,TRUE
peomlb.navy.mil,TRUE
peosoldier.army.mil,TRUE
peostri.army.mil,TRUE
peterson.af.mil,TRUE
petersonschriever.spaceforce.mil,TRUE
pfpa.mil,TRUE
pittsburgh.afrc.af.mil,TRUE
platform.army.mil,TRUE
poa.usace.army.mil,TRUE
pod.usace.army.mil,TRUE
pof.usace.army.mil,TRUE
poh.usace.army.mil,TRUE
poj.usace.army.mil,TRUE
pope.af.mil,TRUE
prevention.mil,TRUE
privacy.af.mil,TRUE
prs.mil,TRUE
pscc.army.mil,TRUE
psmagazine.army.mil,TRUE
public.dacs.dla.mil,TRUE
public.navy.mil,TRUE
publicaffairs.af.mil,TRUE
publications.usace.army.mil,TRUE
quantico.marines.mil,TRUE
ramstein.af.mil,TRUE
ready.navy.mil,TRUE
recruiting.af.mil,TRUE
repi.mil,TRUE
reserve.uscg.mil,TRUE
resilience.af.mil,TRUE
retirees.af.mil,TRUE
rmc.usace.army.mil,TRUE
rmda.army.mil,TRUE
robins.af.mil,TRUE
sac.usace.army.mil,TRUE
sad.usace.army.mil,TRUE
safcn.af.mil,TRUE
safety.af.mil,TRUE
saffm.hq.af.mil,TRUE
safgc.hq.af.mil,TRUE
safia.hq.af.mil,TRUE
safie.hq.af.mil,TRUE
saj.usace.army.mil,TRUE
sales.dla.mil,TRUE
sam.usace.army.mil,TRUE
sapr.mil,TRUE
sas.usace.army.mil,TRUE
saw.usace.army.mil,TRUE
scguard.ng.mil,TRUE
schriever.spaceforce.mil,TRUE
scott.af.mil,TRUE
sda.mil,TRUE
sddc.army.mil,TRUE
seaport.navy.mil,TRUE
secnav.navy.mil,TRUE
secretsdeclassified.af.mil,TRUE
seymourjohnson.af.mil,TRUE
shadowsedge.mil,TRUE
shaw.af.mil,TRUE
sheppard.af.mil,TRUE
sigar.mil,TRUE
skysoldiers.army.mil,TRUE
smdc.army.mil,TRUE
soc.mil,TRUE
socom.mil,TRUE
southcom.mil,TRUE
spa.usace.army.mil,TRUE
spacebasedelta1.spaceforce.mil,TRUE
spacecom.mil,TRUE
spaceforce.mil,TRUE
spangdahlem.af.mil,TRUE
spd.usace.army.mil,TRUE
specialwarfaretw.af.mil,TRUE
spk-wc.usace.army.mil,TRUE
spk.usace.army.mil,TRUE
spl.usace.army.mil,TRUE
spn.usace.army.mil,TRUE
spoc.spaceforce.mil,TRUE
sprs.csd.disa.mil,TRUE
srf.navy.mil,TRUE
ssc.spaceforce.mil,TRUE
ssp.navy.mil,TRUE
stanley.army.mil,TRUE
starcom.spaceforce.mil,TRUE
stratcom.mil,TRUE
studyguides.af.mil,TRUE
sublant.usff.navy.mil,TRUE
surflant.usff.navy.mil,TRUE
surfpac.navy.mil,TRUE
swcs.mil,TRUE
swd.usace.army.mil,TRUE
swf-wc.usace.army.mil,TRUE
swf.usace.army.mil,TRUE
swg.usace.army.mil,TRUE
swg.usace.army.milwww.swg.usace.army.mil,TRUE
swl-wc.usace.army.mil,TRUE
swl.usace.army.mil,TRUE
swl.usace.army.milwww.swl.usace.army.mil,TRUE
swt.usace.army.mil,TRUE
t2.army.mil,TRUE
tacom.army.mil,TRUE
tad.usace.army.mil,TRUE
tam.usace.army.mil,TRUE
tam.usace.army.milwww.tam.usace.army.mil,TRUE
tearline.mil,TRUE
tecom.marines.mil,TRUE
tesseract.af.mil,TRUE
tinker.af.mil,TRUE
tinker.af.milwww.tinker.af.mil,TRUE
tobyhanna.army.mil,TRUE
torch.aetc.af.mil,TRUE
trademark.af.mil,TRUE
tradoc.army.mil,TRUE
transportation.army.mil,TRUE
travel.dod.mil,TRUE
travis.af.mil,TRUE
tricare.mil,TRUE
trmc.osd.mil,TRUE
trngcmd.marines.mil,TRUE
ttgp.navy.mil,TRUE
tyndall.af.mil,TRUE
unc.mil,TRUE
us.army.mil,TRUE
usace.army.mil,TRUE
usafa.af.mil,TRUE
usafe.af.mil,TRUE
usafmcom.army.mil,TRUE
usanato.army.mil,TRUE
usanca.army.mil,TRUE
usar.army.mil,TRUE
usarcent.army.mil,TRUE
usarj.army.mil,TRUE
usarpac.army.mil,TRUE
uscg.mil,TRUE
usff.navy.mil,TRUE
usfj.mil,TRUE
usfk.mil,TRUE
ustranscom.mil,TRUE
utng.mil,TRUE
vance.af.mil,TRUE
vance.af.milwww.vance.af.mil,TRUE
vandenberg.af.mil,TRUE
vandenberg.af.milwww.vandenberg.af.mil,TRUE
vandenberg.spaceforce.mil,TRUE
vcorps.army.mil,TRUE
veterans-in-blue.af.mil,TRUE
volkfield.ang.af.mil,TRUE
wads.ang.af.mil,TRUE
warren.af.mil,TRUE
web.dma.mil,TRUE
westover.afrc.af.mil,TRUE
whiteman.af.mil,TRUE
whs.mil,TRUE
woundedwarrior.af.mil,TRUE
wpafb.af.mil,TRUE
wsmr.army.mil,TRUE
wv.ng.mil,TRUE
wva.army.mil,TRUE
yokota.af.mil,TRUE
yokota.af.milwww.yokota.af.mil,TRUE
youngstown.afrc.af.mil,TRUE
www2.my.af.mil,TRUE
www4.manpower.usmc.mil,TRUE
yokosuka.tricare.mil,TRUE
yokota.tricare.mil,TRUE
